Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[-22425.0502607854, -14472.586762900692, 0]","[2.100691636010837, -3.232491863135466, 0]","[-9128.529059782077, 24306.711606600547, 6179.997968179611]","[-1.9451195953410232, -1.4994175108861978, 2.9715595034781157]","[20805.770280219454, 15532.745892741335, 6179.997968179611]",[[-0.84886293 -0.06622017  2.9715595 ]],62.724304673113444,-20.211379863236633,-8.650807552337216e-05,7.55460223677592e-05,212.83853521984497,2.0056369500916067,213.01809179502354,[23566.68069903 12151.01363333 -9761.53310331],"[-0.8442229149347686, 2.1454056602459186, 2.059038972673911]",2021-01-12 21:25:00,87935.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0,-16.661885588955442,-185.411486237571,2590.022285609447,-91.4800156990729
"[14794.768309182084, 21719.876123636746, 0]","[-3.2022670812707217, 2.2523320220085665, 0]","[4763.750652815838, -24497.04316060334, -8236.488587610513]","[2.471720648311581, -0.5841053883080864, 2.9794180521059728]","[-22203.357927535155, -11393.390216982312, -8236.488587610513]",[[-0.70393398 -0.91753354  2.97941805]],246.6010713687573,-16.93387757787316,6.683780955412054e-05,9.917186285208357e-05,55.75237712546823,2.0056419449377842,54.87461781583452,[-24078.63878724 -10419.22290194  -7988.13145754],"[-0.8783590359006679, 1.5306259571507228, 2.6645810851837872]",2021-01-12 21:25:00,105539.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-17.049987908212415,-185.15275135806635,3081.6718799876894,-91.60938313882521
"[10309.540397021417, 24340.217417206808, 0]","[-3.567427002744311, 1.5570949905124276, 0]","[10855.208017622177, 11209.47844203761, 21336.46782076076]","[-1.955669587792484, 3.295297139217837, -0.683705680124473]","[13787.74486162092, -7306.575099128233, 21336.46782076076]",[[ 2.08800822  1.79010855 -0.68370568]],57.37794403680243,47.75130908164659,6.341469075702444e-05,-0.00012042010565452213,67.04881143200532,2.005684322006731,66.41841737040157,[11980.08264239  7668.0819775  15660.1094829 ],"[2.4128840293300873, 0.47345368464119114, -1.4090964049880816]",2021-01-12 21:25:00,120712.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0,-20.43178409276169,-182.89822056836684,-2600.7768253130535,-92.73664853367497
"[23012.304556242692, 12067.112014361308, 0]","[-1.7995707941214945, 3.5262889589552504, 0]","[20802.43095665941, 6381.962279504141, -14202.491933207195]","[0.7344362644638442, 3.0782416228851828, 2.3786972799585815]","[11919.40700961314, -18204.34873272814, -14202.491933207195]",[[ 1.83354255 -0.71788021  2.37869728]],162.07758647099635,-6.094427261963118,-7.149759714848213e-05,9.400500411167303e-05,27.693085639569063,2.0055630828843163,27.029687497421694,[  7899.89486938 -24425.87157905  -2740.97824961],"[1.64559933932445, 0.876464007773056, 2.4615533058374623]",2021-01-12 21:25:00,121556.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0,-17.837128761588303,-184.6279907891491,3084.732733664302,-91.87176342328384
"[19214.30104693263, -18137.90864121516, 0]","[2.659325073832543, 2.8445025844103413, 0]","[16341.886221759265, -3044.4302485018816, -20538.92143653862]","[-0.30043970808999987, 3.803500735809684, -0.7786674100856983]","[1624.0189946166952, -16543.529343161415, -20538.92143653862]",[[ 2.36323601  1.22870906 -0.77866741]],184.0055833890698,-20.710044568140354,-9.778951552771906e-05,-3.948624395977568e-05,316.6485033246686,2.0056766706355407,316.9277152364191,[ -1830.00221614 -26133.65330574  -9904.51498463],"[2.5661487655087583, -0.028272997932996313, -1.0559424574507934]",2021-01-12 21:25:00,159867.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0,-16.776368045473703,-185.33516459989215,-1219.8304262170966,-91.5181765179123
"[-24365.502632685795, 11090.404972897799, 0]","[-1.604945180090717, -3.492163337717813, 0]","[-7315.873824591519, -13874.63785527962, -21694.405167549387]","[3.680794758284089, -0.8358126969163322, -0.7240310017248374]","[-15362.560827909272, 3165.329404862827, -21694.405167549387]",[[ 0.45244373 -2.64772989 -0.724031  ]],233.7208935201853,-56.14196519321598,-0.00010649562692953922,6.405925352378189e-05,155.52402180070612,2.005708698949742,155.31803909303076,[-14376.75007352 -10552.7034488  -26581.78303512],"[-0.1045156985955118, -2.432671474104411, 1.345580080506044]",2021-01-12 21:25:00,96269.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-15.035985746971164,-186.49541946556053,1410.8380038902535,-90.93804908507813
"[-3573.8169256858146, -26380.739783758767, 0]","[3.83973655477677, -0.44058585381741, 0]","[-20194.675648583983, -17128.761655932132, 2737.9186509955352]","[1.2495112289113717, -1.8544733077359605, -3.152355174213756]","[-22072.457563486834, 14629.628072009036, 2737.9186509955352]",[[-0.36663864 -0.10671894 -3.15235517]],309.8335099336681,-36.324188359351005,-8.03217100751892e-05,-9.269783380239045e-05,262.2899522725297,2.005730523389828,263.45292407084355,[-18572.52801409  15492.45852649 -17781.99380694],"[-0.3807786113973114, -2.212159513515496, -2.245999532855266]",2021-01-12 21:25:00,85523.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-15.872578120657352,-185.9376912164364,-2229.9042007884113,-91.2169132096402
"[25928.936413621956, 3725.7708719702186, 0]","[-0.5510607286867825, 3.888593771509234, 0]","[1167.5067208381865, -14721.859299293243, -21635.500894610293]","[3.897282938278577, -0.2838761465462841, 0.39424545520010984]","[-13815.270918942411, -5218.668662371032, -21635.500894610293]",[[ 0.43145415 -2.81488357  0.39424546]],221.2587048834896,-42.96580929698946,-4.730804367704803e-05,9.839634961466191e-05,8.179309373909291,2.0058069671953245,8.065036303211109,[-14595.53878179 -16637.92237931 -20614.26751893],"[-0.15959689616954414, -1.7696651318455427, 2.260080927801324]",2021-01-12 21:25:00,98185.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-15.774686232715851,-186.00295247506406,2574.3117999235196,-91.18428258032635
"[-26601.19793448763, -3435.606429311758, 0]","[0.496225578065338, -3.8037418528523554, 0]","[12325.456272840422, 22689.578805614696, -7259.012630999925]","[-2.4172561781422797, 0.3614178606620169, -2.95650834713762]","[25223.4600269924, -5523.669339906006, -7259.012630999925]",[[-0.72840863  0.58301469 -2.95650835]],118.26846714641451,-9.483023105814247,6.115422533173975e-05,-9.569398211675386e-05,187.36020629656548,2.0055773540732336,187.4323102479655,[ 23537.38535784 -12656.87172897  -4464.02645705],"[-0.5921951426780576, -1.5371847628023003, -2.6263653186393987]",2021-01-12 21:25:00,88779.954625,"GPS BIIRM-2 (PRN 31)    
",0,0,0,-17.207949769451687,-185.0474434505735,-3343.873016830761,-91.66203709257162
"[-26622.401393134423, 2812.237790935463, 0]","[-0.4069766097596371, -3.8217136426043856, 0]","[-17143.639411157088, 7181.324006453882, -19266.165954451903]","[0.30217320437124756, -3.492619484940429, -1.5752541429669027]","[2126.2888841390304, 18464.958227048235, -19266.165954451903]",[[-1.9240423  -1.41732846 -1.57525414]],96.79481626266562,-79.71695226074584,0.00034536106508323104,-2.3644650873880074e-05,173.96939680953847,2.005752142977882,173.92163887878652,[  5896.43919217   -702.56675568 -32730.55983606],"[-2.1754173837880324, -1.8061080241457574, -0.4446541996090718]",2021-01-12 21:25:00,114810.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0,-14.53499366674788,-186.82941418570937,-473.2001001917403,-90.77105172500369
"[19264.687465048493, -17916.088218841833, 0]","[2.6383443318857176, 2.8870544227034043, 0]","[-25505.567815706367, 4791.253490299645, 4315.588092185644]","[0.09578998227004654, -2.4337101003359085, 3.060036516132522]","[-2496.586921902611, 25831.321169295425, 4315.588092185644]",[[-0.42724555 -0.58728531  3.06003652]],7.64990196046189,-44.60487223172639,-3.545545503665384e-05,0.00011071408045258338,317.0700312723243,2.005481975695856,317.57965395033716,[  2895.72907013  21559.23012159 -21454.85381871],"[-0.5393931853109697, 1.777828869622182, 2.5376457163135115]",2021-01-12 21:25:00,216683.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0,-15.642876299500642,-186.0908257638742,3040.4984839948656,-91.14034593592127
"[26054.116146291697, 4989.147419313985, 0]","[-0.7285849740840477, 3.8097003074156985, 0]","[-20054.839985616025, 11359.713467308326, 13132.740126420522]","[-2.50609550506996, -1.4175864389628576, -2.598958734632212]","[5329.365650829781, 22424.039749067633, 13132.740126420522]",[[-0.42387092  1.62392379 -2.59895873]],22.202451293871896,-24.130443867305054,5.914978740724152e-06,-0.00011389635757105741,10.840461186096945,2.005607393896301,10.826773825036819,[  9848.56940253  24130.23153547 -11675.01571248],"[-0.07911279450892716, -0.6017963038101088, -3.033638727282806]",2021-01-12 21:25:00,127420.321632,"GPS BIIRM-5 (PRN 29)    
",0,0,0,-16.52266029466847,-185.50430310042898,-3701.697637654985,-91.4336072676439
"[-23053.612829024238, -13837.842418941482, 0]","[1.9939543874300338, -3.2658224914842724, 0]","[7393.583596068982, -14636.556123580533, 21308.709339873778]","[2.8164442342103837, 2.493974507312654, 0.6994166694422663]","[-12000.537832642476, -11175.014330107137, 21308.709339873778]",[[ 2.36439741 -1.135968    0.69941667]],301.9384735838611,41.33948618338129,3.238422639548728e-05,0.00012080477113630129,210.9819448742753,2.0057047578232687,211.40356587930881,[-14050.94813756   8759.04100523  14566.32620014],"[2.0785900912243687, -0.6638927091424749, 1.6151445119328152]",2021-01-12 21:25:00,138532.517665,"GPS BIIRM-6 (PRN 07)    
",1,0,0,-19.89062956641689,-183.2589902525967,2738.9896000494905,-92.55626369156003
"[16424.710325290434, 20751.446109494853, 0]","[-3.037567456329248, 2.4268228249125774, 0]","[-12870.998103441574, -9275.632059358972, 21182.390861882584]","[1.5084907978279993, -3.5314958903666973, -0.6076819599581458]","[-12491.325355511515, 9780.93723229833, 21182.390861882584]",[[-2.25889731 -1.52087132 -0.60768196]],336.5205505505766,0.33703264566103336,-0.0001084376767564033,1.0681859615714776e-05,51.63991494903985,2.0054872370016983,51.376898497458285,[-10200.28740834  23482.08382771    150.60018192],"[-2.5244421342773427, -1.1565125717278448, 0.27315663975374044]",2021-01-12 21:25:00,313469.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0,-17.946206112215123,-184.5552725553979,280.40465055820385,-91.90812254015945
"[-24276.687950852494, 11323.467981340202, 0]","[-1.6376279027175389, -3.47431993975095, 0]","[-14277.518586471298, 20249.219669249687, -10183.323170112075]","[-1.285518174609281, -2.293882756204777, -2.7996908963393947]","[15475.556040334255, 19349.04647374221, -10183.323170112075]",[[-1.15007419 -0.53218584 -2.7996909 ]],77.47884624521409,-51.76612828573022,9.338183183031652e-05,-8.296497231479008e-05,154.9911516848224,2.005622963228668,154.76404494786806,[ 19140.23010235   4250.70140087 -24885.19715628],"[-1.2352301858223391, -2.1498250564510446, -1.8156597006633914]",2021-01-12 21:25:00,132386.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0,-15.170572667208035,-186.40569485206927,-2057.1384027427803,-90.98291139182375
"[-9373.466097609273, -24949.465169020918, 0]","[3.6266134080019636, -1.3235315075380087, 0]","[17593.61145670366, -52.35586181907911, -20019.98435757373]","[1.5581625508221135, 3.2387822305515845, 1.40942526968416]","[4846.249354847026, -16913.065139600392, -20019.98435757373]",[[ 2.31115615 -0.94859791  1.40942527]],177.3085203083896,-18.377184312586333,-7.76733519019356e-05,7.25340709447072e-05,249.41175591428373,2.0056146350775634,249.94952650262013,[  1246.29619028 -26511.43161216  -8817.18221264],"[2.065220973763791, -0.030599668370617783, 1.9903985385033836]",2021-01-12 21:25:00,250773.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0,-16.795198939898057,-185.32261067027594,2661.479466411612,-91.52445348272043
"[-768.6523607116366, -26553.876364169097, 0]","[3.872568537410632, -0.07079029006713784, 0]","[-20448.171687525883, -2951.70902787363, -16699.067784383657]","[-1.1036274763897316, -3.1450096075462453, 1.9729975428038296]","[-8526.08682824173, 18818.771345256544, -16699.067784383657]",[[-1.95561898  0.80645755  1.97299754]],303.1955467705893,-80.74522649074605,0.00017086059108813203,3.065868918851799e-05,268.3422219117472,2.005695499633626,268.95269415415413,[ -4452.85079708   2913.36964476 -32656.49417981],"[-1.7467345695419674, 2.229336794473555, 0.5886547972040733]",2021-01-12 21:25:00,166062.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0,-14.604769035525464,-186.782897273191,786.2490871018204,-90.7943101812629
"[25389.9734305409, 6998.538318871408, 0]","[-1.029465010864197, 3.768589296000404, 0]","[19875.110060759536, 6899.021192734227, 15843.414911539207]","[-2.4751218711492102, 2.0373220679289994, 2.232745844248908]","[12157.95132983083, -17169.761582694322, 15843.414911539207]",[[0.01592984 2.05777265 2.23274584]],108.82272945318765,64.13112193673354,-0.0003378077340933101,2.0942156567138496e-05,15.412128025200673,2.0056323700134397,15.278164628761733,[ 8347.10198433 -2845.280882   18186.56109571],"[0.4408546781686993, 2.9970716261567376, 0.20747252127467575]",2021-01-12 21:25:00,177822.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0,-21.026354391737982,-182.50184036904932,279.3443053004667,-92.93483863333374
"[-23605.525019406065, -12422.366558900356, 0]","[1.8040779534699483, -3.4094850989764844, 0]","[-2752.4965374456597, -21361.17849343, 15737.211269747404]","[3.0031251877559466, 1.1808382581764936, 2.11332581894783]","[-21283.262026673303, -3301.3544676076694, 15737.211269747404]",[[ 1.72925493 -1.00382958  2.11332582]],298.75689975935245,8.969631112182899,4.720775899107437e-05,0.00010522239586764119,207.7563318473899,2.0055297575957542,207.88460834810078,[-21506.06883495  11802.00294409   3872.09238634],"[1.4844674896906878, 0.5063620925753101, 2.450325722262157]",2021-01-12 21:25:00,91805.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0,-18.34249170513533,-184.29108216011772,3483.0046439164184,-92.0402177377995
"[1465.8099134657214, -26516.296019877616, 0]","[3.8680273590949246, 0.22322615520129346, 0]","[-10794.01825921137, -22199.778740044425, -9793.954616449602]","[2.585695847992706, 0.026924669862626982, -2.885293331864001]","[-24326.792177980704, 4189.05581443525, -9793.954616449602]",[[ 1.05096532 -0.70210452 -2.88529333]],269.4312050340354,-41.10396629282727,-0.00011616330399515622,-6.14259680511874e-05,273.164038967177,2.005619454072978,273.3029196152195,[-22935.89226053   -227.69999379 -20012.03635393],"[0.8831767805587167, -2.6558037272037325, -1.445372550097317]",2021-01-12 21:25:00,326264.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-15.691261738689121,-186.05856880441522,-1600.8382714247034,-91.15647441565078
"[21088.854878336868, 16082.609664127309, 0]","[-2.349190749543894, 3.0874127026817266, 0]","[18269.788870609762, -13761.686163456658, 13424.639371324021]","[2.73261169690621, 1.2032379335184833, -2.477068057946051]","[-8133.24074274848, -21378.016429468546, 13424.639371324021]",[[ 0.35731096 -1.69668464 -2.47706806]],250.13183356850868,51.248788205065345,-0.00021212717165376436,-5.080343244288598e-05,37.32970497124211,2.005735617958603,37.267208172511104,[-12375.73804277  -4472.1791971   16395.0637389 ],"[-0.0010473482775956167, -2.96842676173453, -0.5750804334545763]",2021-01-12 21:25:00,146155.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0,-20.513859970178828,-182.8435033167554,-964.8089509584979,-92.76400715948067
"[-26575.612222889165, -1877.359109204809, 0]","[0.27298374723840463, -3.8524082152858763, 0]","[16503.545761460726, -11951.879642836573, -17163.134694711534]","[0.32644287166517977, 3.2986575148575086, -1.981883658207895]","[-6886.508074643978, -19177.863703638708, -17163.134694711534]",[[ 1.86071004  1.10668729 -1.98188366]],203.70249707290196,-14.548940563275409,-8.371294460997158e-05,-6.964040366406393e-05,184.04084278606024,2.0056303991200144,184.05321610103238,[-10701.22637352 -24375.18770191  -6908.86725578],"[2.049253825079962, -0.8759344428495113, -1.9100154611290434]",2021-01-12 21:25:00,199980.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-17.013306420026282,-185.17720568352377,-2410.8239393552367,-91.59715597609649
"[-14251.842930433288, 22506.094982233633, 0]","[-3.272910763829697, -2.051127245604515, 0]","[5551.511553474256, 20935.634667335038, 15508.683335814956]","[-2.291709910199627, 2.233237282626389, -2.163281020263844]","[21653.534493396448, 494.4930694855839, 15508.683335814956]",[[ 1.54324841  1.24370412 -2.16328102]],69.55896520152076,17.80150736044591,6.257208991655929e-05,-0.00010786874005581285,122.34259385184305,2.0055558049450437,122.07569185952212,[21288.26895494  7934.39607763  7294.87622395],"[1.7669621342537405, -0.8585242993376556, -2.179215737827781]",2021-01-12 21:25:00,360661.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0,-18.86375881601839,-183.94357075286237,-3282.8367837712544,-92.2139734414272
"[24991.496117680275, 8534.173336068041, 0]","[-1.251899842197191, 3.689624201615879, 0]","[25794.58341962066, -1897.6057074815972, 5333.437120398739]","[-0.46732514687279814, 2.294356137607783, 3.114180002017349]","[5356.34455349003, -25303.577103586234, 5333.437120398739]",[[0.22847793 0.69682034 3.11418   ]],179.95621392724655,45.620532889380456,-2.4865895853816602e-05,0.00014623677960222715,18.85514780300059,2.005514612205494,18.741896258738244,[ 1.13576946e+01 -1.48619823e+04  1.51874450e+04],"[0.3675536058486717, 2.6211513498313086, 1.7973168312949819]",2021-01-12 21:25:00,130949.126592,"GPS BIIF-10 (PRN 08)    
",1,0,0,-20.374163996129653,-182.93663396612152,2882.1616889374477,-92.71744183479761
"[-17469.211379201824, 20155.796317129443, 0]","[-2.9274888603755316, -2.5121302573548974, 0]","[-3765.199978429624, 25575.62020579773, -6568.13456013713]","[-2.347882211649648, 0.45161506612490543, 3.0272896144586117]","[23517.230724586414, 10734.474315742924, -6568.13456013713]",[[0.56309528 0.66590497 3.02728961]],91.11051150541878,-31.183417132459066,-9.916378132012375e-05,7.077818287058154e-05,130.9139865942641,2.0056367983257255,130.6340771115329,[ 25227.97291961   -489.03188257 -15271.4939327 ],"[0.6885580714792932, 2.489293866488741, 1.8039656218873898]",2021-01-12 21:25:00,127200.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0,-16.102463935569205,-185.78443400649516,2030.3356659245953,-91.2935418146108
"[15388.244046940066, 21560.821444506862, 0]","[-3.153263497306043, 2.2682262959707757, 0]","[467.63140920964725, 15404.566864414275, -21544.08774571353]","[-3.8287637987543484, 0.5759816895613049, 0.3110210279294974]","[14926.085682389099, 3838.1409063593346, -21544.08774571353]",[[-0.23248949  2.74936656  0.31102103]],133.23085175142396,-46.8962482024549,-8.63550848930629e-05,-7.445394728367914e-05,54.48489756645017,2.0056910126256087,54.27124781632816,[ 15397.06691244 -14474.41803247 -22579.614263  ],"[0.3407262318896896, 2.1843449774176795, -1.6799835094150746]",2021-01-12 21:25:00,162283.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0,-15.484853816014152,-186.19617408619854,-1964.674226845185,-91.08767177475913
"[24171.95169214015, -10942.341853591115, 0]","[1.5976322166183345, 3.533418578288829, 0]","[25613.238569589237, -6313.276250453731, 2850.0257561594008]","[0.8638609804087984, 2.0899217072086076, -3.1501503159752344]","[1064.664973824777, -26358.337116190538, 2850.0257561594008]",[[ 0.32569317 -0.32571365 -3.15015032]],194.78472046076013,38.03053028455259,-5.054924423135891e-05,-0.00014246908710744912,335.6442907089838,2.005721622000424,335.66994858607006,[ -4405.65400541 -16692.75464343  13503.21086888],"[0.2513485758917671, -2.467488066749471, -1.9959807030828713]",2021-01-12 21:25:00,114240.05088,"GPS BIII-1  (PRN 04)    
",1,0,0,-19.97059497281205,-183.2056799816666,-3147.889591423611,-92.5829188270251
"[-11155.853773534222, -24118.764346100434, 0]","[3.516021498935538, -1.621683315507437, 0]","[-4918.71677718811, 16148.75308823488, 20522.95948347207]","[-2.921958086431802, -2.291376895317388, 1.0972770030915426]","[14141.776840057486, 9218.793242338239, 20522.95948347207]",[[-2.34182018  1.13755702  1.097277  ]],40.13312060753624,9.039917348152546,-0.00011479933673558174,-1.3851867130653057e-05,245.177694369871,2.0056100910955497,245.23956717598566,[15741.68013518 18671.92866345  3885.5319664 ],"[-2.0561718674146636, 1.9107480258764726, -0.32151796165544144]",2021-01-12 21:25:00,94553.448001,"GPS BIII-2  (PRN 18)    
",1,0,0,-18.398206075710902,-184.2539392464007,-437.8463109018438,-92.05878919465805
"[-16978.5235063722, -20444.980375736013, 0]","[2.980280568889901, -2.4713859640535416, 0]","[-10334.819865070176, 24162.530051774025, 3953.62148850041]","[-1.8703307240241407, -1.314310554459031, 3.124783448790091]","[20331.558474681697, 16651.24890622115, 3953.62148850041]",[[-0.56869221 -0.05195635  3.12478345]],63.84235096788887,-25.123946152860718,-8.62803719887381e-05,8.29006244160264e-05,230.29211752226774,2.0056757194730044,230.33290110107515,[ 23333.86121135  11460.26733114 -12190.80103606],"[-0.567152737617207, 2.2203415106860054, 2.199727993273851]",2021-01-12 21:25:00,130474.550401,"GPS BIII-3  (PRN 23)    
",0,0,0,-16.452318994244877,-185.55119730071138,2672.880604326691,-91.4101601675027
"[24832.91088183824, -9085.299763451256, 0]","[1.3310350795200436, 3.6564056655876023, 0]","[-21377.668212315053, -7807.351230708832, 13463.16096693534]","[2.284523309935604, -1.8942319616992924, 2.516703259403414]","[-13043.736507706672, 18649.94287800894, 13463.16096693534]",[[ 0.11714975 -1.74374672  2.51670326]],339.9705159618162,-23.872239369019955,-2.215150288730187e-06,0.00011318072389406689,339.90396778424247,2.005623818059773,339.9972681276623,[ -8907.86364433  24435.02321577 -11510.1234977 ],"[-0.24574999395967273, 0.5059051368506056, 3.01194935357171]",2021-01-12 21:30:00,133752.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0,-16.57611662274803,-185.46866554837595,3716.8889129950167,-91.45142604367042
"[-21767.420181613437, -15437.429293638283, 0]","[2.2410589117993425, -3.137489213952326, 0]","[-9708.70968326578, 23829.330697124627, 7073.807982418569]","[-1.8852872170502852, -1.6523106956297426, 2.9294615696671613]","[20530.004666410918, 15511.768228800054, 7073.807982418569]",[[-0.95053636 -0.10026168  2.92946157]],61.21239500505264,-18.986808412077437,-8.671732896175644e-05,7.447371571082652e-05,215.34558140502907,2.0056369462027175,215.53716263347212,[23292.53301433 12798.61728216 -9144.41428275],"[-0.9507365733313097, 2.107301316330741, 2.0373261858502607]",2021-01-12 21:30:00,88235.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0,-16.730431695519968,-185.36578883319464,2580.9906056392397,-91.50286440126105
"[13839.54009924673, 22361.27263730152, 0]","[-3.2946347766160646, 2.110138638484657, 0]","[5485.710283816622, -24645.487709382927, -7352.97914909813]","[2.4386593860119516, -0.42558480186305436, 3.0297064808909906]","[-22405.00591779417, -11640.824351175685, -7352.97914909813]",[[-0.63281368 -0.83227178  3.02970648]],247.75688702754252,-15.34774617764249,6.826835093039671e-05,9.847126927980035e-05,58.25942955512119,2.0056419425072285,57.356984084557546,[-24327.06944345  -9949.05347966  -7213.7301313 ],"[-0.7911535086245363, 1.614985471593764, 2.6529509759316383]",2021-01-12 21:30:00,105839.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-17.13124314007092,-185.098581203494,3076.9535487140124,-91.63646821611137
"[9239.228710902074, 24779.88245224589, 0]","[-3.630118471153333, 1.3995728449598677, 0]","[10263.499614658598, 12178.375602972876, 21112.87912276056]","[-2.0233952988294974, 3.2202957404371073, -0.8198360029633843]","[14408.700722305988, -6785.396094717031, 21112.87912276056]",[[ 2.09663813  1.73298315 -0.819836  ]],58.47632923429802,45.64825281248893,6.528135535992379e-05,-0.00012118160354043274,69.5559168329944,2.0056843195761758,68.91476022662684,[12695.34245827  7786.93212974 15234.10047064],"[2.4095218348706355, 0.3373563210636914, -1.466849802302598]",2021-01-12 21:30:00,121012.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0,-20.340366384385987,-182.95916570728397,-2681.281783975973,-92.7061759642164
"[22474.07303926255, 13068.259372346862, 0]","[-1.9478885512627464, 3.4443309387679815, 0]","[20993.818014892826, 7259.792651740623, -13506.234775404042]","[0.598151498872856, 3.0337607074448747, 2.469047625756646]","[12415.863851422548, -18419.861807615296, -13506.234775404042]",[[ 1.74233881 -0.70300831  2.46904763]],160.95829308640646,-4.523366637060597,-6.995149107725642e-05,9.637728241155096e-05,30.20003949030979,2.005563078300983,29.482368566050134,[  8341.09520613 -24167.13740619  -2022.58545896],"[1.5594380166147535, 0.9632845972002617, 2.5032773018226493]",2021-01-12 21:30:00,121856.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0,-17.92399733902994,-184.570078404188,3142.2720436942336,-91.90071961576437
"[19985.193734755852, -17276.499807411656, 0]","[2.5335499504306553, 2.958132397600766, 0]","[16237.168282514358, -1912.7975932458958, -20750.445434828678]","[-0.40497230216738545, 3.819406040510721, -0.6461869429583871]","[2328.3615332279664, -16182.804486182298, -20750.445434828678]",[[ 2.40663486  1.2040478  -0.64618694]],182.33668907633418,-21.307504924636145,-9.94026554444352e-05,-3.516574211601145e-05,319.1555991604889,2.0056766666772075,319.42166177582027,[ -1066.3160764  -26131.64730639 -10200.72891395],"[2.603514111531205, 0.04003889386224113, -0.9377052850503631]",2021-01-12 21:30:00,160167.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0,-16.746218995416143,-185.3552639665972,-1075.0091611175094,-91.50812683455977
"[-24831.058073672324, 10015.557430824549, 0]","[-1.4491784598135393, -3.5589895829633225, 0]","[-6187.187753431268, -14115.94262160757, -21894.102112566885]","[3.7235486065825327, -0.7471885912404357, -0.5860205146293173]","[-15232.489950619762, 2347.845458499146, -21894.102112566885]",[[ 0.40699525 -2.67967893 -0.58602051]],231.94854642785978,-55.00106501530989,-9.593335686664754e-05,6.887713839890816e-05,158.03115767057386,2.0057086928386307,157.84519363001388,[-14418.43216728 -11285.78040386 -26150.57764723],"[-0.15558576105903477, -2.3524420691434615, 1.4599841489516603]",2021-01-12 21:30:00,96569.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-15.071232588883731,-186.47192157095213,1545.181762002576,-90.9497980323823
"[-2413.516234960418, -26488.152515542253, 0]","[3.85882497109607, -0.27201796905848585, 0]","[-19798.821142446894, -17671.046406715333, 1785.5208103396546]","[1.377026347668275, -1.743516458817047, -3.1667763938596503]","[-22169.366687139947, 14586.924981983651, 1785.5208103396546]",[[-0.26692777 -0.16256735 -3.16677639]],308.4228838199781,-37.7405413201422,-8.249339937067524e-05,-9.212068286846595e-05,264.79711542390237,2.005730518806495,265.9669031552471,[-18676.17026551  14814.69910176 -18451.45405591],"[-0.2947622074113934, -2.276274699260571, -2.204050825359954]",2021-01-12 21:30:00,85823.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-15.818037294714259,-185.97405176706513,-2170.3962019190385,-91.19873293432583
"[25743.702426699634, 4856.65400670837, 0]","[-0.7182539494561448, 3.860824452842636, 0]","[2303.3395926326825, -14790.7762815069, -21500.066662379457]","[3.8860527628768824, -0.1883843870640683, 0.5338159218536165]","[-13700.541805384712, -6030.554744588779, -21500.066662379457]",[[ 0.3778342  -2.80468123  0.53381592]],220.5369918427104,-41.50641044484658,-4.071066113514416e-05,0.00010094746762003736,10.686568079040853,2.005806961014769,10.537639863222799,[-14651.07455871 -17131.79459928 -19948.18177439],"[-0.20995083157422617, -1.6574930011647502, 2.3457605424783345]",2021-01-12 21:30:00,98485.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-15.837051127858302,-185.96137587830242,2674.8000976814033,-91.20507087870716
