Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[-26095.643297973584, 5782.505467810701, 0]","[-0.838109008769867, -3.7571185661213726, 0]","[-12715.71910469423, 22368.333513338548, 7237.9632568081]","[-1.557739950990072, -1.8484264492689537, 2.9958525559859495]","[-22829.408960559573, -11868.021866551835, 7237.9632568081]",[[0.92328538 0.0387913  2.99585256]],270.2266837403142,7.73662998652327,7.973082916271563e-05,9.514329266629913e-05,167.50501602869429,2.0056372552007256,167.42504444836882,[-24789.26409029     98.07620162   3367.80559006],"[0.911370148428697, 1.9728937748069588, 2.259687546112426]",2021-01-12 10:40:00,88500.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0,-18.24741488394295,-184.35446670757932,3106.3533993746646,-92.00852546406871
"[-494.7507063106706, 26556.96356938249, 0]","[-3.8733356398812453, -0.05445909579062301, 0]","[-15228.634748713206, 14716.899065985743, -16031.801453946973]","[-3.1171731497779547, -0.8782583736382062, 2.1254619628980302]","[-15277.583407250284, -14666.079219158686, -16031.801453946973]",[[-0.30871269 -2.03385426  2.12546196]],223.16461921631898,-21.533720114886815,2.2472966047592667e-05,0.00010662244929751146,91.067250671196,2.0056906542922754,90.80553394112692,[-17978.72784236 -19169.10791886 -10370.22032028],"[-0.7223738006652713, 0.0931421320043122, 2.8668721384916003]",2021-01-12 10:40:00,123583.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0,-16.66263862679645,-185.41098421234366,3446.143558965914,-91.48026671168655
"[25930.12235058028, 5616.5640118584315, 0]","[-0.8201029856645079, 3.7903911259484007, 0]","[24096.188512470755, 3449.6228978827517, -10554.185778601859]","[-1.5349208885974885, 2.2280935086307347, -2.778354005037677]","[-2543.6521869078515, 24208.59418715105, -10554.185778601859]",[[-0.51876338 -1.26480762 -2.77835401]],13.996154632030109,-71.48675010024157,-7.932767917752009e-06,-6.319235507549963e-05,12.221705162978083,2.005721299500424,12.208533406091545,[  2514.31965687  10087.26938754 -31046.21851525],"[-0.768955180273954, -2.7440129458384526, -1.211282630224614]",2021-01-12 10:40:00,75540.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-14.74199373340275,-186.6914141412728,-1282.8477597566875,-90.84005174722198
"[5417.976875912838, -25995.479270562013, 0]","[3.7924247869340713, 0.7950285534325392, 0]","[-15895.647801159503, 3597.813276546891, 20964.339640034977]","[-1.9180226425590106, -3.2433985379788433, -0.9033887489849701]","[-4191.328657482612, -15749.5601042178, 20964.339640034977]",[[ 2.02072049 -1.73265625 -0.90338875]],299.3860027935468,65.53305343064837,-0.00012747370222934517,8.578072012290575e-05,281.7730216779793,2.0056106554705497,281.83980800764084,[-7355.72194841  4142.36910906 18552.43888673],"[1.6190181865122288, -2.1467770220816393, 0.8195417913960356]",2021-01-12 10:40:00,55853.448001,"GPS BIII-2  (PRN 18)    
",1,0,0,-20.916645718307734,-182.57497948466948,1443.040882620456,-92.89826907552366
"[-1447.1127530845345, -26521.860290241602, 0]","[3.868205864149252, -0.20747447620049247, 0]","[-15946.095219678007, 14027.60306474227, 15951.539363905602]","[-0.60350038753711, -3.154967785147398, 2.165185401446725]","[-14615.675080725643, -15408.881933211767, 15951.539363905602]",[[2.00648576 0.34441287 2.1651854 ]],277.9621361197079,36.8255446903109,9.726811674218836e-05,0.00011247223730584121,266.87687019943326,2.005676185306337,266.92983317685963,[-17484.61990738   2445.5212433   13219.76975828],"[2.0343473847288602, 1.449428331392553, 1.6103482133866536]",2021-01-12 10:40:00,91774.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-19.888928367017854,-183.2601243855294,2558.0929892774107,-92.55569662509369
"[25351.874540701734, 7507.949818839182, 0]","[-1.1000482193606984, 3.732779184156195, 0]","[-7929.442934134394, -13948.214499105672, 21015.663212255102]","[3.7042060082389208, -0.8403216613886992, 0.8464418919902579]","[13453.035157434042, -8743.260147770921, 21015.663212255102]",[[0.42110778 2.66679485 0.84644189]],60.27256058865493,51.36216484108623,-0.00012294996244707567,-0.00010188439455758032,16.497163235385642,2.0056233701431068,16.420046857067724,[11355.68678036  6484.37901579 16358.67030188],"[0.9631488983133873, 2.4014151031881665, -1.1450502750194684]",2021-01-12 10:45:00,95052.364417,"GPS BIIR-2  (PRN 13)    
",1,0,0,-20.563464026942057,-182.81043394557992,-1951.4732169853241,-92.78054184506841
"[-8250.504593187277, -25295.857312029508, 0]","[3.6830462152261703, -1.178766014450733, 0]","[-15547.146351939866, 12327.197840993165, 17727.877957982946]","[-0.6708396495105758, -3.3895197259603083, 1.736504803415865]","[-13228.15631863053, -14788.152241219957, 17727.877957982946]",[[2.26536332 0.09379521 1.7365048 ]],283.73654678945195,40.91411473496876,8.748217257040392e-05,0.00011354834960349519,251.93658338296564,2.005637447869385,252.25234942529568,[-15998.7722631    3910.89340562  14273.73070176],"[2.235842468167306, 0.9366909533001947, 1.5098794550844796]",2021-01-12 10:45:00,49535.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-20.044227862346133,-183.15659138864388,2545.1432463903384,-92.60746312353645
"[-2249.3220204737095, 26497.314613300437, 0]","[-3.860702640468646, -0.2566626403569752, 0]","[14287.17108342492, -21501.909806905933, 6380.575864030015]","[1.482751495846238, 1.8117878556904328, 3.0805475741521997]","[22311.92012170087, 12985.900176507232, 6380.575864030015]",[[-0.77364964 -0.03934773  3.08054757]],67.25794071719156,-16.093056879271394,-8.846271951121407e-05,7.849280929439252e-05,94.84964104653386,2.0056422560488953,93.80411111887236,[24513.97273627 10275.56728746 -7668.57329969],"[-0.7650797621565764, 2.228901945945543, 2.1299071446757765]",2021-01-12 10:45:00,67139.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-16.936842127467912,-185.22818187856268,2314.5973530292713,-91.57166787857703
"[-7407.849490467033, 25593.759298924677, 0]","[-3.7214878193312786, -1.0310703236925933, 0]","[-26.595864597818945, 22917.24323368065, 13591.026611445168]","[-2.5192308286307226, 1.5286825586567339, -2.495833181277524]","[-22878.427115559178, 1333.5357099612404, 13591.026611445168]",[[-1.57825554 -0.75574524 -2.49583318]],301.98386931297466,-2.3121892596514213,-0.0001006820327261284,-5.719134414759032e-05,106.13929502203939,2.005684633117842,105.48689417037507,[-22108.92960059  13806.53923408  -1052.46448365],"[-1.7003697026674125, -2.032196920214358, -1.5066994533441005]",2021-01-12 10:45:00,82312.312032,"GPS BIIR-8  (PRN 16)    
",0,0,0,-17.70182842324124,-184.7181910147138,-2240.285242347261,-91.82666331050147
"[10364.354112784571, 24163.583929982426, 0]","[-3.5612655371059145, 1.6219736330509114, 0]","[19262.31165579875, 17863.03527238731, -1083.4874474701764]","[-1.3760330471571995, 1.8049563452512596, 3.187801175882701]","[-16688.37635898433, 20288.488705878673, -1083.4874474701764]",[[-0.40397913 -0.04955195  3.18780118]],322.8486087162713,-49.59300754107237,5.128008309562734e-05,0.00010547798742899635,66.80294544474509,2.005563669550983,65.50674740189119,[-12135.19306947  16015.72254671 -23604.45825384],"[-0.4054985990199596, 2.2413752516838117, 2.2670550799130527]",2021-01-12 10:45:00,83156.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0,-15.45414412980648,-186.216647210337,2151.963740851057,-91.0774352126899
"[26300.07373554084, -1958.8105411334145, 0]","[0.287739876560514, 3.8907148582112905, 0]","[11426.437106228694, 13875.147262502642, -19298.902578442285]","[-1.746887917308389, 3.2384002055219425, 1.2967663851698843]","[-13172.558299567083, 12229.754058984216, -19298.902578442285]",[[-2.44455799 -0.59105914  1.29676639]],254.68246092951196,-70.72074931548904,0.00013804593280338125,5.128821929060239e-05,355.74019548964884,2.005677177302208,355.77046541278884,[-10360.73007752  -2837.78422891 -30710.94068059],"[-2.5139355014232856, 0.848992595435641, 0.9829331673136111]",2021-01-12 10:45:00,121467.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0,-14.823836152273714,-186.63685252869215,1057.8853557924506,-90.8673325535123
"[-25918.41021928482, -6755.578384572691, 0]","[0.9771364627377914, -3.7149914230467083, 0]","[10507.079028698443, -14415.764903211772, -19979.710712251243]","[3.51715737245857, 0.6169053513198035, 1.415976251564856]","[15013.925831109904, 9633.017107735133, -19979.710712251243]",[[0.29536784 2.45273697 1.41597625]],119.20516753499496,-53.02665136488559,-0.00014207300670091217,-2.8302373121461273e-05,194.61056739096955,2.0057094811719645,194.7359144872274,[ 16680.60644698  -9324.45027819 -25384.24257652],"[0.7958852614768763, 2.6655005256521918, -0.6081308542980479]",2021-01-12 10:45:00,57869.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-15.132662886465113,-186.43096803923123,-638.1394721404836,-90.97027479824278
"[13681.336812874133, -22423.02428388268, 0]","[3.3077240166305013, 2.0977831687777955, 0]","[-10361.587073962095, -21283.681629386298, -11384.788299767515]","[2.836231057821876, 0.14596003625936294, -2.697447209467388]","[20631.230548580046, -11606.460116836297, -11384.788299767515]",[[-0.82373561  1.335441   -2.69744721]],137.0695627345276,-8.60502085938878,3.60820931554309e-05,-0.00011096755599617073,301.37302159682383,2.0057311100564945,302.38864168317036,[ 17787.19617812 -19120.92276162  -3951.86561112],"[-0.5299643183169399, -0.8137519463598248, -2.96565508255669]",2021-01-12 10:45:00,47123.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-17.540363643974842,-184.8258342008914,-3551.964999513343,-91.77284171741267
"[17859.832116898182, 19315.143004093916, 0]","[-2.8446944719306244, 2.683929629561017, 0]","[17360.18354923398, -12659.440091137927, -15179.293666972168]","[2.928993772746429, 1.1500105980054234, 2.322549460992389]","[13667.412460192303, 16578.275933497567, -15179.293666972168]",[[0.23475244 1.99543794 2.32254946]],93.07565263460566,-57.93233777419368,-0.00017912145546072547,1.774635933880798e-05,47.25013133376865,2.0058077583064353,46.662879643670024,[ 16798.50084939   -902.61512899 -26851.38805433],"[0.6420709256956594, 2.983159489681025, 0.3458636644234645]",2021-01-12 10:45:00,59785.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-15.168551349169519,-186.40704239742828,197.9728476241941,-90.98223761914424
"[-18419.563797938627, -19385.556611339784, 0]","[2.808471429106159, -2.6300924667553183, 0]","[-1083.0205870351874, 19161.198202272455, -18621.37711070478]","[-2.9937776211873883, -1.7883364766657022, -1.6260523831946978]","[-19191.69891771735, 56.06059576879443, -18621.37711070478]",[[ 1.61159862 -1.69515338 -1.62605238]],241.86638599772576,-46.985046020583646,-0.00013334813792774362,8.94089835607012e-06,226.467886533737,2.0055766429621222,226.87715897981778,[-18765.79990879 -10034.15667066 -22808.09740188],"[1.2264790202779177, -2.5620345453515596, 0.21580005273958713]",2021-01-12 10:45:00,50379.954625,"GPS BIIRM-2 (PRN 31)    
",0,0,0,-15.37254635129375,-186.27104572934547,375.66505919801875,-91.05023595318566
"[-22411.57114695852, -14580.139567198574, 0]","[2.11264140322539, -3.216423230760373, 0]","[-11957.702256563553, -9751.846107909869, -21835.151597943874]","[1.797463125710187, -3.3599781882692796, 0.5369403915370794]","[9024.99563924643, -12515.374524182842, -21835.151597943874]",[[2.54809542 0.9367749  0.53694039]],166.13790624778767,-25.648039417636692,-0.00010610106040371296,4.0963203659593615e-06,213.04903046641084,2.0057524363112154,213.29724592513705,[  6243.67798552 -25301.30232905 -12512.88210299],"[2.6866849571805407, 0.6535865026347176, 0.11485261056123014]",2021-01-12 10:45:00,76410.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0,-16.363719317900745,-185.61026375160748,217.9368895235302,-91.38062694205466
"[26161.035177928865, -1740.406930881414, 0]","[0.25716635647675073, 3.9157258730818145, 0]","[-19456.52670529342, -6562.67494742202, 16303.48563855517]","[2.4515189673265585, -2.339867016229513, 1.9784136946617557]","[5396.408130612171, -19811.711515847885, 16303.48563855517]",[[1.03654167 1.9148199  1.97841369]],160.66665622852457,79.511489918262,-0.0006089377439960169,3.145385074541552e-05,356.19294076098777,2.005481655695856,356.24279381218804,[ 1185.53050222 -3379.03843695 19342.8602513 ],"[1.409890110974692, 2.5681070481481716, 0.2685343320638134]",2021-01-12 10:45:00,178283.502721,"GPS BIIRM-4 (PRN 15)    
",1,0,0,-21.379412863202475,-182.26646805473965,484.0549876614879,-93.05252479048856
"[17079.03032049152, 20313.028432909676, 0]","[-2.9651205543269916, 2.497963876333458, 0]","[-26381.402623114023, 2699.918059541911, -1021.9779417276332]","[-0.09846630414465674, -2.146668947125451, -3.2270544227754634]","[-4260.833554789346, -26174.668275060703, -1021.9779417276332]",[[ 0.2283543   0.0850124  -3.22705442]],207.41763651911958,25.294186963644126,-5.937671701365658e-05,-0.00013310135406170297,49.943216296022456,2.0056081672296338,49.88753690365731,[ -9578.22702955 -18464.36000683   9829.93110766],"[0.24099360949754267, -2.217636896482495, -2.344624003833886]",2021-01-12 10:45:00,89020.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0,-19.339006000843767,-183.6267392963121,-3561.226267263073,-92.37238916970232
"[-9099.313936383736, -25086.61783331904, 0]","[3.6421939776662278, -1.2650094995386365, 0]","[18115.81802886463, -376.79098295872063, 19591.09680768518]","[1.5045497135955335, 3.2620972362054443, -1.400313459812312]","[1451.2582002663942, 18061.524961529005, 19591.09680768518]",[[-1.84998856  1.58966816 -1.40031346]],11.15585351730392,-9.84695295275896,-5.7625562827659944e-05,-8.629930189141641e-05,250.06924477810833,2.005703993378824,250.84496548175875,[ 5152.60580288 26128.20409147 -4622.52287461],"[-1.4815226195411968, 0.4192811725791674, -2.3536512767851754]",2021-01-12 10:45:00,100132.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0,-17.239370001116157,-185.02649662946385,-2760.8890235426593,-91.67251050312645
"[-353.2424768734223, 26560.465705280752, 0]","[-3.8735599531557283, -0.028919777832349218, 0]","[-3481.7892452704787, -22420.14829930722, 13812.936422696414]","[2.3583805459617566, -1.8872011622629465, -2.42524556237594]","[22173.993936540806, -4806.235430527847, 13812.936422696414]",[[ 1.67336284  0.62526932 -2.42524556]],81.88934949047074,25.0119387200288,8.269152857643108e-05,-0.00010909578730679665,90.76192289543496,2.0054876636683647,90.42776635369668,[20702.01977983  2950.26000025  9756.35092888],"[1.7664590566794218, -1.4949094196868706, -1.928156937984076]",2021-01-12 10:45:00,275069.847168,"GPS BIIRM-8 (PRN 05)    
",1,0,0,-19.300211779050557,-183.65260211084092,-3039.5357194577623,-92.35945776243791
"[-25997.55584338053, -6525.150109473502, 0]","[0.9431105072266786, -3.720913886744436, 0]","[-16708.415333298424, 5578.439505746204, -20202.9790751656]","[0.30506797050419476, -3.6199420081209173, -1.2400044244368233]","[-6560.212111274185, -16347.897336488364, -20202.9790751656]",[[ 2.43955887  0.56807344 -1.24000442]],201.7579792507524,-22.54527387250383,-9.95731163210668e-05,-3.440751575576037e-05,194.09145907934658,2.0056231943397793,194.22217395679453,[ -9797.12070809 -24546.7441213  -10971.99337897],"[2.504293967513873, -0.8249535435140748, -0.9272158578618426]",2021-01-12 10:45:00,93986.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0,-16.49601657277276,-185.52206558169277,-1081.304732864707,-91.42472602701197
"[8407.094856795058, -25102.866579764308, 0]","[3.6735713956403915, 1.2692804372062148, 0]","[20404.63065157933, 13969.026409214552, -9452.539531993138]","[-0.41069320292416733, 2.5154322469881634, 2.9343025288858087]","[-12733.43721944684, 21197.693917667326, -9452.539531993138]",[[-0.98961177  0.6678527   2.93430253]],321.7575590769533,-66.25875798814528,7.604654175023728e-05,7.623611141636708e-05,288.51337234631774,2.005615159522008,289.0617836275001,[ -8077.73322926  10249.33671621 -29670.35015915],"[-0.8302263823577556, 2.6566729308254704, 1.5127138204781643]",2021-01-12 10:45:00,212373.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0,-14.872829260294509,-186.60419045667828,1774.7853764677534,-90.88366358951923
"[16039.171460679896, -20951.25381979963, 0]","[3.076244166846408, 2.3963183322712753, 0]","[-20640.86999952727, -15806.314667162784, -4508.321203286954]","[1.0311571851880212, -2.1681897326207693, 3.0726678744096194]","[14553.466774169729, -21542.555617843675, -4508.321203286954]",[[ 0.65465668 -0.16059299  3.07266787]],154.39765035917253,16.888401391669188,-6.09278669324622e-05,0.00011921409257620504,307.43100597036687,2.005694699633626,307.9192903383987,[  9787.20101295 -20425.31470485   6876.32191253],"[0.6073349729151659, 1.9259785154330358, 2.4119295880859104]",2021-01-12 10:45:00,127662.414049,"GPS BIIF-3  (PRN 24)    
",1,0,0,-18.968645180050373,-183.87364651017438,3731.811236533656,-92.2489355627712
"[15341.872018613118, 21514.68877766817, 0]","[-3.154252145138086, 2.2830568576694916, 0]","[4889.065312068569, 14052.402842765125, 21837.625442213233]","[-3.7677206174514253, 0.9454533839325399, 0.2684296148003471]","[-13737.479145001389, 5714.4249073443425, 21837.625442213233]",[[-0.75068981 -2.7032162   0.26842961]],330.0326573306766,7.4479527391566025,-7.82659048028112e-05,8.157846935644055e-05,54.51088766749467,2.005633134457884,54.10183584588074,[-12259.9431301   21262.82361298   3208.61530917],"[-1.2931428668945202, -1.6029926065277176, 1.9238408787397063]",2021-01-12 10:45:00,139422.580705,"GPS BIIF-4  (PRN 27)    
",0,0,0,-18.38575122296831,-184.26224248156242,2559.718231705251,-92.05463757707717
"[-10452.966640486147, -24472.192610652248, 0]","[3.5625319359450196, -1.5029845713145493, 0]","[10936.20732323495, -11425.13887349625, 21401.361962840725]","[2.5795593837591406, 2.8737771563768066, 0.19461412431975866]","[12054.038914425448, 10238.875658243434, 21401.361962840725]",[[-1.96899029  1.86657005  0.19461412]],34.40610299623243,8.14474131811596,-9.159093285410659e-05,-5.99962945863329e-05,246.87162609873576,2.0055290642624213,247.12553028142395,[13909.82751875 20310.14955005  3523.09988236],"[-1.5407295018358294, 1.7405196752830823, -1.412665925041315]",2021-01-12 10:45:00,53405.303329,"GPS BIIF-5  (PRN 30)    
",0,0,1,-18.32554794892829,-184.3023779975891,-1889.5744345556163,-92.03456981906383
"[17834.365039077456, -19623.685541775674, 0]","[2.8668673547684476, 2.6148647875849704, 0]","[2780.666008739201, -17119.677469624534, -20058.368589529804]","[3.0005830354251763, 2.06505619627007, -1.3373446231073147]","[17254.527900423753, 1759.751985259767, -20058.368589529804]",[[-1.75501555  1.85963022 -1.33734462]],131.4839486526254,-40.646346636007195,1.7562814519470777e-05,-0.00010484326037202875,312.2648843599454,2.005619978517422,312.3679734875609,[ 17245.71298503 -15249.10705206 -19763.39877012],"[-1.3328083007000773, 0.6388094815383653, -2.4783743167488956]",2021-01-12 10:45:00,287864.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-15.733913230167758,-186.03013447676278,-2815.264181255015,-91.17069157947698
"[6237.205517163818, 25805.101552685548, 0]","[-3.7655693489577455, 0.9171130068490959, 0]","[25972.413508732843, -5492.703223669159, -264.47426309348066]","[0.4402535139376367, 2.2011843004269984, -3.1593628009712846]","[7024.423538427285, 25600.65479874885, -264.47426309348066]",[[-0.30434702  0.05788354 -3.1593628 ]],35.90767156268484,-48.23175236746717,4.8519239668496374e-05,-0.000105559118688631,76.41203169786536,2.005735297958603,76.31195533201362,[ 12163.52796139  16798.51904233 -23222.15460502],"[-0.2858142567821461, -2.110522731717023, -2.354050749997631]",2021-01-12 10:45:00,107755.032385,"GPS BIIF-7  (PRN 09)    
",0,0,0,-15.396952799258145,-186.25477476403586,-2655.854739191779,-91.05837143584044
"[-19424.25610459332, -18202.05586619066, 0]","[2.6489177883681436, -2.8148742357355068, 0]","[14218.450067117225, 5069.5963529578985, -21926.044638277257]","[-1.2604285709613556, 3.6537936577388113, 0.037338140187835656]","[-4216.828851599832, 14494.25692918906, -21926.044638277257]",[[-2.66521887 -0.73386677  0.03733814]],194.4012394403481,-82.1237895725708,0.0005829062341280303,7.496788200300406e-06,223.1399426601913,2.005630852453348,223.26010586494073,[ -1130.34570892  -4402.01054188 -32852.9348558 ],"[-2.759345996729879, -0.09423791805894446, 0.1430911383906086]",2021-01-12 10:45:00,161580.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-14.573849234406396,-186.80351047393702,184.92129917147366,-90.78400358088986
"[-25313.70961076556, 8492.242520131502, 0]","[-1.232140768090198, -3.651347117317154, 0]","[-5692.393555757036, 25958.27994334936, 2581.9440869190876]","[-2.2851063783422454, -0.1860043576288064, -3.0974502194761553]","[-26250.355435259436, -4141.796896693922, 2581.9440869190876]",[[-0.25196384 -0.37791119 -3.09745022]],276.02905819834405,-12.109538311368018,-9.003070943165386e-05,-7.293334284670506e-05,161.45364159396922,2.005556098278377,161.35338752215088,[-26539.6215743    2803.0359135   -5725.89460366],"[-0.3246252625266708, -2.3817484435593133, -2.0055905108511443]",2021-01-12 10:45:00,322261.739713,"GPS BIIF-9  (PRN 26)    
",0,0,0,-17.112270970425698,-185.11122931659082,-2584.2898034726963,-91.63014415956296
"[14040.877732106817, 22445.086912945233, 0]","[-3.2842473948302096, 2.0780700444706373, 0]","[18028.05546838491, 8362.40071833894, 17492.50251600381]","[-2.7487965733966737, 1.9585371188078888, 1.9268901921255437]","[-7277.738080077464, 18492.567647112424, 17492.50251600381]",[[-0.76972014 -2.09701579  1.92689019]],352.8422725616556,-16.173118824058754,-4.456338902274594e-05,9.921088340866648e-05,57.972746561232725,2.0055154033166054,57.6764055333722,[-3298.86634085 26269.06784349 -7678.34483723],"[-1.1864822057060544, -0.02084580777392997, 2.700865708460076]",2021-01-12 10:45:00,92549.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0,-16.983190009678992,-185.19728329042198,3311.5296353318095,-91.58711717264741
"[-26325.06080607196, 4635.813480768059, 0]","[-0.6718714859802808, -3.7901574381560095, 0]","[-13176.592387523826, 21785.379280546276, 8140.900179197097]","[-1.4756297958356486, -1.9884476008066605, 2.9470828872244086]","[-22528.979701013333, -11860.455765928013, 8140.900179197097]",[[1.03248937 0.05180077 2.94708289]],271.6054524531298,9.39623873329761,7.997915995091298e-05,9.611327574021848e-05,170.01206259548155,2.0056372516590586,169.9479567051275,[-24493.75689752    686.50531026   4054.85490037],"[1.020905220164496, 1.9319153029883747, 2.231472822377108]",2021-01-12 10:45:00,88800.644448,"GPS BIIF-11 (PRN 10)    
",1,1,0,-18.341795772659452,-184.29154611510165,3095.660953836948,-92.03998576030754
"[-1656.3365935339127, 26515.19579319187, 0]","[-3.8664712488614934, -0.22382824726729855, 0]","[-16149.25217538303, 14439.31624627952, -15378.77951523443]","[-3.0170372202002893, -0.971304668268669, 2.225702733042513]","[-15372.285419898053, -15263.847498366033, -15378.77951523443]",[[-0.32251891 -1.94839911  2.22570273]],223.5777000338479,-19.809834484729986,2.5588249763997156e-05,0.00010638762115979173,93.57436399079734,2.0056906570700535,93.31316322031704,[-18194.92294783 -19121.44804885  -9507.82757192],"[-0.718221416531868, 0.22498123277677418, 2.8788142779934516]",2021-01-12 10:45:00,123883.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0,-16.754251575654706,-185.34990891310483,3484.8960915653374,-91.51080436130597
"[25659.89372662653, 6745.549965044865, 0]","[-0.9849410669910215, 3.75089228234261, 0]","[23613.78880028311, 4113.1295297237475, -11375.57622101065]","[-1.687361650332136, 2.2039293582014343, -2.7082850411707016]","[-2704.456578644301, 23816.27113229292, -11375.57622101065]",[[-0.56347554 -1.35637731 -2.70828504]],13.802344940848442,-73.09703295935145,-1.5808426105666212e-05,-5.8030778259783826e-05,14.728856788916005,2.005721302000424,14.713037726670741,[  2275.90745263   9264.19856765 -31392.87646909],"[-0.8316263045511091, -2.7530571781324147, -1.1050546734909017]",2021-01-12 10:45:00,75840.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-14.714247663751621,-186.7099115210402,-1168.0905856884895,-90.83080305733826
"[6549.546927866666, -25732.301044028754, 0]","[3.7542207130591247, 0.9601593548391165, 0]","[-16455.352697346632, 2622.1834817356694, 20673.495190095236]","[-1.8147483529882644, -3.2632545799565182, -1.0363093702010155]","[-3594.148185336056, -16270.72762441207, 20673.495190095236]",[[ 1.96332132 -1.7431267  -1.03630937]],296.8664896001299,67.67975418730927,-0.00016743254097094555,7.718953085530443e-05,284.28003499458305,2.00561065109555,284.34615189156847,[-6879.14036758  3484.92966885 18783.68328937],"[1.5606942861619189, -2.238022676358428, 0.7228735963042666]",2021-01-12 10:45:00,56153.448001,"GPS BIII-2  (PRN 18)    
",1,0,0,-20.96645978398726,-182.54177010754978,1282.9551292069268,-92.91487376408348
"[-285.56604226344206, -26558.699846229312, 0]","[3.873735727934874, -0.03806490133256744, 0]","[-16111.834918542345, 13067.930395048548, 16585.658148967166]","[-0.5011857019119548, -3.241444629646531, 2.0613410760296995]","[-14001.096181988813, -15307.884731565378, 16585.658148967166]",[[2.0897183  0.32830171 2.06134108]],279.6463633890275,38.68380832606091,9.871084116601016e-05,0.00011245460438502566,269.38396542880935,2.005676181695226,269.4370062675332,[-16862.43608502   2866.10483191  13695.17592911],"[2.112453480109873, 1.3535390718677531, 1.55862242733569]",2021-01-12 10:45:00,92074.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-19.974398425049316,-183.20314434684175,2493.2377650217754,-92.58418664443751
"[25000.773500870724, 8610.213733197541, 0]","[-1.2614704581665748, 3.6811071492897294, 0]","[-6820.961946797066, -14184.675799013072, 21247.209387833085]","[3.7514934629245413, -0.7501323251232834, 0.7109541854567802]","[13584.216705241523, -7949.81797953877, 21247.209387833085]",[[0.47245405 2.68765002 0.71095419]],58.33590075269435,49.466340709958715,-0.00010489682848680135,-0.00010813942816436672,19.00419245023477,2.005623373615329,18.9157655994742,[11648.01275863  7183.88074347 16004.2474476 ],"[1.0176967176604608, 2.314261333423007, -1.249247450970869]",2021-01-12 10:50:00,95352.364417,"GPS BIIR-2  (PRN 13)    
",1,0,0,-20.492332750026264,-182.8578547968571,-2117.742253934995,-92.75683141942982
"[-7134.324213382664, -25626.30967647158, 0]","[3.7320688665338095, -1.0165046180091482, 0]","[-15734.104216686603, 11295.43449634609, 18233.415852584476]","[-0.5711632338921457, -3.4647918124141053, 1.6219155094711093]","[-12535.292499494435, -14765.341781175232, 18233.415852584476]",[[2.33029222 0.06357405 1.62191551]],285.2493260862055,42.84006410006884,8.819951933757997e-05,0.00011326049336174413,254.44363019037178,2.0056374439804956,254.76367650419675,[-15316.15197752   4175.46876158  14721.14390962],"[2.293124027904956, 0.82612730770141, 1.457398120093476]",2021-01-12 10:50:00,49835.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-20.130709085284536,-183.09893724001827,2480.0487675026966,-92.63629019784925
"[-3409.516242791678, 26394.593665316348, 0]","[-3.8426610168425888, -0.4253076468535603, 0]","[14719.867240352374, -20935.7795648037, 7301.9188031206795]","[1.390263639476435, 1.9471003680377124, 3.0369223655488757]","[22061.50232564936, 12971.949456231281, 7301.9188031206795]",[[-0.88189896 -0.06502893  3.03692237]],65.72563054782495,-14.799201444364302,-8.875562311321546e-05,7.722388557189045e-05,97.35669386507584,2.0056422536183396,96.31687341745442,[24266.07787726 10943.4887836  -7032.80170513],"[-0.8762995681254909, 2.1965923224606203, 2.100465001909908]",2021-01-12 10:50:00,67439.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-16.99898840437217,-185.18675102729318,2289.947276990072,-91.5923833042118
