Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-26056.485073672542, 6808.3413994490675, 0]","[-0.9794601076971913, -3.6924603098576076, 0]","[-9027.72248768035, -22720.40775458165, 11295.008860419213]","[2.7183018192643713, 0.23244750263200686, 2.6740247980054495]","[-23341.977850317387, -7271.09151945674, 11295.008860419213]","[[1.8903622250846077, -1.967162240403424, -44.51736482334989]]",4.962869995347036,0.12211647886231476,0.001087362468379988,-0.0013725090711621767,165.35216287019512,2.0057046491288237,165.14536929312027,[-24340.74485827   6227.68572431   3083.49570559],"[-4.254332029399252, 29.288284024762376, -33.36669065558948]",2021-01-12 19:54:00,133072.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26262.19134501041, 2767.1136717928875, 0]","[-0.40592637022175365, 3.8751729625560607, 0]","[-16347.306895645834, 10641.570606064291, 17801.183798002916]","[-0.29259544226163275, -3.4459747538321484, 1.794822445504321]","[-2008.108505785176, 19402.189771602447, 17801.183798002916]","[[-2.8631149625143046, -1.9398264892272001, -72.57985142276696]]",0.07748099063816749,-0.27021679399179244,-0.0006272677982671146,-0.0015180204933933402,6.015079617167885,2.005487297668365,5.979853122993563,[ 2044.9883613  26340.58337256 -7318.07432095],"[-12.94117648858033, 47.41347151983536, -53.519004626179154]",2021-01-12 19:54:00,308009.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-8834.237175438318, 25134.290278255932, 0]","[-3.654907307365548, -1.2479975527272995, 0]","[-3597.022048147618, 25514.850562019605, 6769.795229286823]","[-2.374131741160557, 0.4987245821423212, -3.005098598021089]","[17574.343233346335, 18843.795443954117, 6769.795229286823]","[[-1.105446985588317, 2.159447775537254, -31.289808089626547]]",0.9410077638899637,-0.4327205917439674,-0.000832200446496672,-0.0006172492884871934,109.36322889757525,2.0056229960897793,108.85366735694919,[ 21089.29086828  15369.6841231  -12054.07113   ],"[-5.897985724546833, 22.573834378527053, -20.98983286886177]",2021-01-12 19:54:00,126926.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-24528.786346611323, -10808.691932741034, 0]","[1.5621958375023874, -3.5062006975344415, 0]","[4520.653115761734, -16111.52965928302, -20939.710799808196]","[2.908764567008337, 2.2560474203173335, -1.0877673910800452]","[-9682.776907090154, -13647.766261279694, -20939.710799808196]","[[3.58340952595139, -0.8425185091880913, 86.39990642342059]]",3.638033211553674,-0.490572895274447,-0.001628290103195961,0.0027257107598895477,203.78402211804132,2.005614709647008,204.01439494756323,[-12294.25363639 -22696.11872225 -13786.84775038],"[16.044859854979485, -58.621903814437, 61.518528563757144]",2021-01-12 19:54:00,245313.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-19668.627014511556, -18154.66225303142, 0]","[2.6277087458334094, -2.805531692786903, 0]","[-8796.942426568381, 13481.435601639583, -21384.839214268213]","[-2.8939209183183507, -2.5051774602513643, -0.3537922318665754]","[4948.473941323047, 15318.221423832492, -21384.839214268213]","[[-3.7677611868059744, 0.6742907592651972, 88.99366130462529]]",2.1115241692244933,-1.2843353850083286,0.005088555537139696,0.002269497577792264,222.71265058898848,2.0056953858836257,223.12382713708055,[  8007.37943664  -4807.78614065 -31707.54347591],"[8.999726628889425, -60.83867876285822, 64.43743113894436]",2021-01-12 19:54:00,160602.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[22778.93103206647, -13264.647448267608, 0]","[1.949505797210516, 3.3816171337046166, 0]","[25881.63691981643, -4985.006477402689, 348.0684724606581]","[0.3544439297676849, 2.1560078452577462, 3.2344871253662326]","[12402.340245630905, -23257.07151944448, 348.0684724606581]","[[1.8991225937671885, 1.0804321829735986, 1.7802310816758637]]",2.7537033150890586,0.5250797038051442,-9.21884358046517e-05,7.533174374675194e-05,329.78399037099575,2.005632478707884,330.0374497233919,[  7328.18360663 -17935.30908582  11224.25661925],"[1.9534029990390651, -0.058597600785839275, 2.0307648994539607]",2021-01-12 19:54:00,172362.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-25396.107521034293, 8187.492751448662, 0]","[-1.1886695629048545, -3.6683330949296793, 0]","[-16769.89405361408, -20748.05557838095, 534.9373065445834]","[1.8109376345647936, -1.3909811349559178, 3.107294545267055]","[-26677.912710640594, -11.412995513908754, 534.9373065445834]","[[0.05754316565532225, -2.282764205557102, 0.8722865724440143]]",4.877445929719303,-0.3635401601833025,-7.827949465122303e-05,-4.4152106974501455e-05,162.13053098347177,2.005529659012421,162.04603903769467,[-26104.34459953   4348.2631222  -10068.23498444],"[0.5207339892425146, -2.186872693765435, -0.9600163708308296]",2021-01-12 19:54:00,86345.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-17961.048812830817, -19625.749092461036, 0]","[2.857804249760304, -2.6059956536718603, 0]","[-20234.39975555198, -15645.780998316488, 7317.643430938861]","[0.6839387697678594, -2.293643200747053, -3.0380400102335567]","[-24890.08477447486, 5891.101461884529, 7317.643430938861]","[[-1.3530490072898196, -1.974292216718891, -33.6117001575679]]",5.222663880078607,-0.3255924448098213,0.0005896349662845305,-0.0007449438555950129,227.5361955387898,2.0056195286424225,227.63862316476826,[-23135.27185274  12949.26700594  -8950.89562898],"[-5.859775004510223, 21.194847062571977, -25.53265465528558]",2021-01-12 19:54:00,320804.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[26234.516542434336, -3827.5481600868857, 0]","[0.5592857973802048, 3.8403766114088334, 0]","[-563.664386613013, -15508.679526886295, 21495.65362869079]","[3.820601063416247, -0.5956923159628751, -0.3308342478230347]","[-12411.81120223601, -9315.782355145842, 21495.65362869079]","[[1.9397992189100788, -3.3449993738998542, -90.14127867447735]]",5.342373946604074,0.6551001139613203,0.002397761557476283,-0.004014061328281586,351.69922018024636,2.0057355724586032,351.71410439333965,[-14069.10546937  10257.66807522  13376.94623361],"[-10.556376981439858, 59.363259960739605, -67.11906014501571]",2021-01-12 19:54:00,140695.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-19911.454360099415, 17670.044357118182, 0]","[-2.5713497909877336, -2.885611888134748, 0]","[9921.349986740186, -24603.06173083436, -2225.4550604787273]","[1.9431970818785018, 1.0616048006250542, -3.1678977358535354]","[-12887.854914660606, -23187.21690477954, -2225.4550604787273]","[[2.047501507120601, -0.8430641909547287, 6.130219524761931]]",3.9714733608045494,0.23687069725081922,-0.00022189221189969374,0.00015079942888025232,138.4127504728665,2.005630463578348,138.29611247580794,[-17401.60655974 -15918.46658879   5693.28030786],"[3.0093070435324734, -4.339592874022728, 3.8202900255060075]",2021-01-12 19:54:00,194520.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[6095.38851709514, 25816.726262703654, 0]","[-3.7702789992734353, 0.9115944400756495, 0]","[15134.776401002833, 3685.163392946297, 21471.265220211044]","[-1.0223529406066056, 3.740306726032568, 0.10444240311144648]","[12383.892815024537, -9448.866846720157, 21471.265220211044]","[[2.264923135637817, 3.1472564448458913, -89.6041054335503]]",1.00435929774474,0.9547152297021024,-0.004953356822898351,-0.0035450267421800537,76.71619881491097,2.005555846653377,76.4074383890676,[10163.80132644  6463.70197707 17012.50581361],"[-11.125520628010086, 63.63095197985942, -62.21941458563652]",2021-01-12 19:54:00,355201.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[23585.885330774574, -11898.087249400352, 0]","[1.744796395518715, 3.482312253333041, 0]","[20346.67049592686, -12449.040855067402, -11353.098632084215]","[2.379129572138556, 1.4094335283348645, 2.7430006743910744]","[3118.2355185794804, -23648.302808692788, -11353.098632084215]","[[2.5920974407217656, -0.963219211614014, 50.17709369523334]]",3.215013970418953,0.0696202428612726,-0.0004943734995958054,0.0013180654556232602,333.22968909579595,2.005514724691605,333.38747738214255,[ -1836.3481303  -24966.14464726   1745.66582399],"[9.888504525178789, -34.272599382296974, 35.39765390429343]",2021-01-12 19:54:00,125489.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[2181.7785864392304, 26455.24273683402, 0]","[-3.8609067908638988, 0.34356200671537857, 0]","[8915.85927693869, 15667.225189195273, -19485.521144940554]","[-2.030559985660506, 2.976144047485578, 1.4296953708562672]","[17788.09048338778, 2922.041876828199, -19485.521144940554]","[[1.036720760588908, 3.450480736261744, 82.84165632543304]]",2.2355140196275016,-0.7199757614866987,0.0015132673590723099,0.0027342782809852994,85.28574869914064,2.005636862784059,84.91483353283722,[ 18007.96109854 -14112.69669616 -20065.57476719],"[12.404184481468448, -53.70867130572407, 61.94542326848126]",2021-01-12 19:54:00,121740.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[26124.797578163543, 4070.0866625506533, 0]","[-0.5963533003295025, 3.845532658350909, 0]","[18957.4132729192, 7990.700538995377, -16608.306380740287]","[-2.6315496963538743, 2.0161964844907763, -2.0380521624345547]","[18135.457945274025, -9712.876928045122, -16608.306380740287]","[[-0.08758088749331105, 3.3139752045842186, 67.35269086840069]]",2.4996380584446634,-0.34190090662892536,0.0007137699936628972,0.0022742305952038566,8.855427604287115,2.0056909620700534,8.814945288672478,[ 15736.63927348 -21049.92801402  -9353.14642585],"[9.09902903915611, -43.50130272452228, 50.717052369956036]",2021-01-12 19:54:00,156823.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[9086.697733888834, -24946.31668305837, 0]","[3.640031844510727, 1.3300843777860265, 0]","[13685.955114066954, -14643.991922057583, 17410.7703724147]","[3.2770962493468887, 0.8032823168680656, -1.9063929219880758]","[-2777.4207617699703, -19850.385404561603, 17410.7703724147]","[[2.685607970588443, -2.0425797747917205, -74.64989037348782]]",4.50679558858918,1.2191986480491293,0.007239796177666034,-0.002681999992932873,290.0141243260367,2.005721576500424,290.07254686354725,[-6819.83307168 -1422.20756817 18990.69421909],"[-7.794392515686355, 49.895989267782625, -55.078384647541725]",2021-01-12 19:54:00,108780.05088,"GPS BIII-1  (PRN 04)    
",1,0,0
"[-25057.423807759867, -8897.928157809345, 0]","[1.2963283351289299, -3.64597409724806, 0]","[10905.422431195297, 22535.744913579212, 8958.770907356586]","[-2.555261028247905, 0.07995125007906889, 2.904796575560879]","[24379.36863326208, 5695.122672624881, 8958.770907356586]","[[-1.5449436074289664, 2.0368849684594657, -34.52561659561005]]",1.3117351691116665,-0.02158744435130163,-0.0009852636745256798,-0.0009037123681086157,199.55006389171297,2.00561017072055,199.57286174880997,[25030.04334414  6633.37474814  -559.07442321],"[-6.774697927629287, 24.597833723083962, -23.400940078399092]",2021-01-12 19:54:00,89093.448001,"GPS BIII-2  (PRN 18)    
",0,0,0
"[-26496.51283319747, -2161.178954279022, 0]","[0.3149323117678494, -3.857550495965822, 0]","[1955.8879104187677, 23341.20040205543, -12573.732662387181]","[-2.384166135557906, 1.5981411473527538, 2.5964542940553583]","[19376.866990809416, 13159.565317574714, -12573.732662387181]","[[-0.257011060884053, 2.858714501902271, 55.13044735224691]]",1.6784889819906352,-0.786045961034544,0.0015849122714825454,0.0015273032352539906,184.66299415666663,2.0056757851952263,184.66730241727439,[ 21678.17240624  -2343.64727145 -21832.75942462],"[7.244834221098275, -35.54282256202292, 41.615197584308426]",2021-01-12 19:54:00,125014.550401,"GPS BIII-3  (PRN 23)    
",0,0,0
"[10047.92984870261, -24534.65755476614, 0]","[3.5849739019514364, 1.4864696569745983, 0]","[-25918.954349680247, 4270.243321418068, -3589.309539335931]","[-0.7696096628705102, -2.123693635312554, 3.1558289289707027]","[-12881.46686837501, 22893.12088649953, -3589.309539335931]","[[-2.138319070123069, -0.7279871181543831, 18.152231945175387]]",5.814288769509431,-0.9915133274757709,-0.000313095448349756,0.00021924289127678965,292.2704028887431,2.005623752087551,292.52102396015414,[ -7872.18247906  15539.90683115 -26630.37185687],"[0.6240388312432783, -13.301195471000966, 12.541717301096387]",2021-01-12 19:55:00,128052.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-26099.093916842805, 5684.653207557548, 0]","[-0.8244666443674177, -3.7627523248166335, 0]","[3125.1965217726643, 24471.283853933284, -10240.478436621008]","[-2.3073217984404457, 1.4411285666387843, 2.7271715894762916]","[21047.387089723452, 12869.268955726213, -10240.478436621008]","[[-0.31893359843747215, 2.701641498594611, 45.51265443271273]]",1.621235817297328,-0.702701742053488,0.001236702925982617,0.001251596060320696,167.7117030552838,2.0056370200916067,167.6412866145439,[ 23252.6350897   -1173.8467133  -19718.13922865],"[5.825729060626249, -29.123983259033256, 34.59272725557197]",2021-01-12 19:55:00,82535.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[25634.427817153595, 4806.6446571436145, 0]","[-0.7140692931674213, 3.8792867681472796, 0]","[-8282.374346202354, -14656.302286499254, -19920.41166364369]","[2.2523430382703786, -2.989033470493972, 1.2455482869760268]","[-16615.71907863094, -2706.0674462943307, -19920.41166364369]","[[-0.9231317300647695, -3.627009520076547, 84.4745142713294]]",4.044594733489988,-0.7871714053723573,-0.0025475358204037476,0.0023801131288912598,10.625432872180681,2.0056419886877843,10.428100015645889,[-16816.26475685 -13262.48690826 -21492.91270374],"[11.772610110105584, -60.201862355970995, 58.198731529948105]",2021-01-12 19:55:00,100139.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[24368.032570295614, 9804.108736324266, 0]","[-1.4460871724777764, 3.6403138287158994, 0]","[17046.53366734765, -7815.149220897306, 18391.864833228545]","[-0.2498218190194026, 3.498985045811918, 1.7429129610716037]","[4565.759880006768, -18188.31229485103, 18391.864833228545]","[[2.573634609490288, 2.383634239749749, -75.09967033690894]]",2.322455213830697,1.521420935637817,-0.034079915726070865,-0.002556461891047543,21.920913694666297,2.0056843657567316,21.663686218985262,[  708.31353859  -662.06055643 19620.39290549],"[-8.626087896257106, 53.29167146027658, -52.32450814465879]",2021-01-12 19:55:00,115312.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[24752.437150396694, -7765.021652195355, 0]","[1.1598927332359932, 3.7918312309490565, 0]","[11417.357666821244, -9737.456827389256, -21161.393729761974]","[2.7302130786619845, 2.869528348916549, 0.1872934501834146]","[-455.24705563306725, -14998.89568187368, -21161.393729761974]","[[3.9466369395405643, -0.33513171677204334, 88.6011750834767]]",3.2815141264951286,-0.4314090685083264,-0.0009757344853689416,0.0030382827649577593,342.5679153465469,2.005563165384316,342.99628386649573,[ -3545.15968324 -25171.21656069 -11701.36294312],"[16.641144290375035, -59.687322656771045, 63.45354452941499]",2021-01-12 19:55:00,116156.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[704.7715608068818, -26544.33190614935, 0]","[3.8726901908814306, 0.1301829023828038, 0]","[12982.13027703379, -20529.66527765321, -10728.252250687601]","[1.4822425318152297, 2.3733982106675, -2.680413198202911]","[-7896.507476605163, -22970.590602208642, -10728.252250687601]","[[2.778912330442653, 0.3281893496679871, 42.14302502790843]]",3.6493152197784444,0.005895745498546638,-0.0008251809354656125,0.0011850056125441587,271.5207774338062,2.005676741885541,271.92535644845464,[-12473.24409217 -22418.87191586    151.25809279],"[8.725138578480397, -27.8609255550056, 30.520573462783872]",2021-01-12 19:55:00,154467.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[-9284.574705551371, 24968.51143680062, 0]","[-3.6312033833269473, -1.3163836046550694, 0]","[-23235.504664213153, -5670.6451286773545, -11729.663151878864]","[1.836718034257069, -2.0128255434605227, -2.7374265286793453]","[-18958.76084515314, 14581.161832733069, -11729.663151878864]","[[-0.4214812326564694, -2.6920908930217573, 46.26998114740687]]",5.020116273673891,-1.038879900569619,-0.0018324476098410456,0.000752724425186362,110.39557483683689,2.005708808949742,109.92729226527388,[-15536.0665019    4937.72571568 -27700.96029697],"[6.635447221371319, -33.45363399724773, 31.38728034949422]",2021-01-12 19:55:00,90869.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-21514.46556785898, -16297.199071692972, 0]","[2.339684612630012, -3.009108293195708, 0]","[-20332.0619606045, -2816.188273541611, 17525.617429668102]","[-1.1855324189374334, -3.058801846306517, -1.9409020983648406]","[-14915.522184662277, 14101.44878800548, 17525.617429668102]","[[-3.1280624503410728, -0.9884235722027301, -75.16423912260754]]",5.835772910480335,-0.21039367369747125,0.0003398964818934327,-0.0016061272389948495,217.1610145681335,2.005730605889828,217.8604295727692,[-11679.25358073  24338.48951507  -5765.03762508],"[-13.713051935387165, 49.7857434477982, -54.71523146893596]",2021-01-12 19:55:00,80123.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[20990.60676828631, -15785.03771557247, 0]","[2.328618823071555, 3.1501180281255325, 0]","[-17639.606317990252, -9090.275184368387, -17204.19060001507]","[2.887951171790059, -1.7455917823559985, -1.9895619047951931]","[-18126.34644841546, 8076.1611185786505, -17204.19060001507]","[[0.44459323260214223, -3.345099325699723, 69.89082984686183]]",4.493924678779021,-1.0249091450057322,-0.003098692556100818,0.0015126168683366244,323.04865136045214,2.005807078445324,323.5301996660055,[-16065.97567243  -3566.76680213 -27091.69673738],"[10.973594945123558, -49.80099538388338, 47.91196637666889]",2021-01-12 19:55:00,92785.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-21162.11138563847, 16392.09192110746, 0]","[-2.3723819959156147, -3.024302372317236, 0]","[20620.98919826681, 14170.316106054595, 9513.810056315995]","[-0.4378032359583224, 2.5749179544410756, -2.8200579831325503]","[23954.738361839234, -7224.511338241118, 9513.810056315995]","[[1.7350898646352941, 1.9522646611457344, -42.56946612432397]]",1.6618569799530327,0.37078979214912294,-0.001367424659089239,-0.00112997901487361,142.23471695491764,2.0055772540732337,141.88933364824106,[21944.54923818 -2003.82665637  8566.92143034],"[-4.708617627758384, 30.687682236908795, -29.241689404300157]",2021-01-12 19:55:00,83379.954625,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[-16740.47113855563, 20789.243976888254, 0]","[-3.0174496708350658, -2.3988101154597303, 0]","[-13557.170674016204, 22245.596770458054, -5811.418648934136]","[-1.5463390183569623, -1.7191618557863702, -3.084252038982962]","[8875.570564223182, 24492.60499656404, -5811.418648934136]","[[-2.308571881850336, 0.1310637723171768, 21.19628860545196]]",0.8577462726594511,-0.9641687487905434,0.0006437079369154869,0.00034706186417800717,128.83997312847373,2.005752184227882,128.48486623416224,[ 13745.71749426  11887.92912093 -26189.62736829],"[0.7672089995069801, -14.802818011702287, 15.32701216007851]",2021-01-12 19:55:00,109410.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[901.9590857746116, -26530.26915568709, 0]","[3.87192007399897, 0.18174882801349002, 0]","[-18458.24887065966, 15088.20190375296, -11675.098440954996]","[-2.5844071022878286, -1.2254763915870335, 2.6160743948189844]","[225.5996134222296, 23839.251097172637, -11675.098440954996]","[[-2.5727425073662, 1.2497793595207218, 51.395506638162665]]",0.5374634220244818,-1.2590731461535813,0.0021623835693549264,0.0009099965297347101,271.94668732541777,2.005481930695856,272.6877290347968,[  5147.45829794   8636.86570572 -31202.82344805],"[4.681479357787015, -34.612400316583035, 37.81196305929292]",2021-01-12 19:55:00,211283.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[21922.402621695113, -14946.40048166263, 0]","[2.182251042128653, 3.2056975442425815, 0]","[-2007.2269661955197, 14890.27580140335, 21868.638515697978]","[-3.8447441908163027, 0.17502074400353795, -0.47542213072937]","[10361.801048093668, 10880.365461481779, 21868.638515697978]","[[-2.268455388860568, 3.109147841836523, -91.84422523980264]]",0.5259667378921025,0.12816287676358717,-0.0018627511222213788,-0.0028092183996947626,325.71429359999274,2.0056075026463005,325.7552817124309,[12386.69516152 21337.53946623  3179.49644346],"[-15.877223853893454, 64.1910102994203, -63.85610667341318]",2021-01-12 19:55:00,122020.321632,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-26115.88800209411, 6580.321205169575, 0]","[-0.9466264988836908, -3.7008861922337903, 0]","[-8859.703541109915, -22705.188099784933, 11459.507834900958]","[2.7295589050482603, 0.2610351669990486, 2.6597047132561613]","[-23256.591901607862, -7290.462715427504, 11459.507834900958]","[[1.9110830268963417, -1.9663145320236015, -45.21897389503258]]",4.967059208009235,0.12802383469355827,0.0011056373609547973,-0.001398577568852253,165.85358903262681,2.0057046503232683,165.65373357080392,[-24261.2055744    6315.74062512   3227.18200571],"[-4.334989350995066, 29.77040281888482, -33.870417987120724]",2021-01-12 19:55:00,133132.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26237.11892829393, 2996.819513800579, 0]","[-0.4396210182278669, 3.871473605366023, 0]","[-16364.036614377183, 10436.807347823595, 17906.94543811071]","[-0.2716009339567771, -3.459503093939231, 1.7719045663952102]","[-2093.420866100645, 19295.756813601172, 17906.94543811071]","[[-2.868996882581582, -1.9521233598413983, -73.0446493240167]]",0.0734682763311234,-0.2653917697780402,-0.0006236759526939479,-0.0015359763271547138,6.516451441501431,2.0054872970016984,6.478301126366962,[ 1939.52181377 26351.93139771 -7181.91365274],"[-13.011885348251646, 47.71976718145803, -53.86165039640236]",2021-01-12 19:55:00,308069.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-9054.581476631842, 25057.97031434284, 0]","[-3.6435242654803788, -1.2799359893876519, 0]","[-3740.2341965184137, 25543.983265013572, 6588.086907695751]","[-2.369462887716351, 0.4662347284703945, -3.0135985153595204]","[17589.767127507228, 18896.680271628804, 6588.086907695751]","[[-1.1184163196432586, 2.1402976742155753, -30.53911708399933]]",0.9444306475769002,-0.4383804119995545,-0.0008157795703928473,-0.0006010900323600725,109.8646346465523,2.005622995728668,109.35669920765895,[ 21115.31121013  15278.2591917  -12218.43973824],"[-5.799973514927865, 22.04705984286436, -20.463549569412677]",2021-01-12 19:55:00,126986.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-24432.385458204186, -11022.509894836876, 0]","[1.5931569055700336, -3.4923955235006514, 0]","[4698.209538902126, -15973.058330486327, -21005.36641573991]","[2.902934927834556, 2.276336417203168, -1.061243015904317]","[-9523.294414991917, -13657.182315028724, -21005.36641573991]","[[3.591871836304695, -0.8409491013660171, 86.70074485983812]]",3.631380810283081,-0.4912087637087816,-0.0016227489497519353,0.0027395250100214624,204.28542579535087,2.0056147088275633,204.520372491566,[-12140.16004106 -22772.07696433 -13804.72221805],"[16.09612981541616, -58.82368403849115, 61.735862341392036]",2021-01-12 19:55:00,245373.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-19507.74718493914, -18324.91808180502, 0]","[2.652521595295342, -2.782426886241649, 0]","[-8972.945443784938, 13328.261062423608, -21405.572406527866]","[-2.88266613207523, -2.5221577181884385, -0.32669038301956443]","[4785.845699859692, 15337.925994814053, -21405.572406527866]","[[-3.770982698669428, 0.6713665695928832, 89.10738797741985]]",2.1180034037943436,-1.2889803578509371,0.005147787797004031,0.002269581882938945,223.21407443561566,2.005695387133626,223.62915921337313,[  7852.334275    -4784.18381296 -31759.21559878],"[9.013348925820415, -60.91875890099578, 64.51714493719184]",2021-01-12 19:55:00,160662.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[22893.266328217196, -13064.315712723412, 0]","[1.9201356895752841, 3.3985483158648835, 0]","[25901.598367282015, -4857.413488951955, 539.1886810345113]","[0.321144040464886, 2.162337140596291, 3.233916560043026]","[12412.500376375461, -23246.87286903591, 539.1886810345113]","[[1.8879395842587552, 1.1020524173183124, 0.9811460274504626]]",2.7504021146637196,0.532957689931922,-9.747166726670523e-05,6.122303301633968e-05,330.28539849052345,2.0056324775134393,330.5350491846835,[  7340.23209881 -17796.77586414  11356.15641144],"[1.824439813779405, 0.4978407388960247, 1.4714132309117356]",2021-01-12 19:55:00,172422.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-25467.106303159522, 7965.055156604768, 0]","[-1.1563609643895445, -3.678593285625739, 0]","[-16659.594234119693, -20831.483386863958, 723.0677433548753]","[1.8321722340084228, -1.3645695789261512, 3.106495454722665]","[-26673.80167089703, -32.9327246663579, 723.0677433548753]","[[0.0814441162050008, -2.2830400974879295, 0.08546448246120253]]",4.88172832636945,-0.3583215353274233,-5.855368733100983e-05,-6.211158926099051e-05,162.63191339836044,2.0055296600957546,162.54971901536965,[-26104.76967545   4463.30941745  -9917.77824678],"[0.43111194949374926, -1.6469242761231584, -1.525775974474752]",2021-01-12 19:55:00,86405.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-17788.334607900397, -19781.864119537295, 0]","[2.880582337274255, -2.5808866848791143, 0]","[-20192.454050947934, -15783.24663457993, 7134.488155350834]","[0.7096971567870101, -2.273617870273617, -3.0472483337633647]","[-24945.083730259787, 5881.230536031624, 7134.488155350834]","[[-1.3299376714793056, -1.9759235978041527, -32.855672076390675]]",5.2174820507197035,-0.3302279788054375,0.0005784672666980892,-0.0007275890102383898,228.03760042084787,2.005619527822978,228.14084605850277,[-23191.12345364  12823.16245355  -9083.73544167],"[-5.72829664165684, 20.684219410216503, -24.99035575658944]",2021-01-12 19:55:00,320864.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[26266.95102386588, -3597.801782530488, 0]","[0.5257161443242208, 3.845124410687655, 0]","[-335.2250762457011, -15543.700622931157, 21475.052708887448]","[3.821175817172007, -0.5758372971235628, -0.35830989320766415]","[-12336.878910693495, -9461.523326079183, 21475.052708887448]","[[1.940995824296649, -3.3414829684679974, -90.08268214010435]]",5.337869032048404,0.6615982109499566,0.00242289052210424,-0.00401575245780334,352.2006540734235,2.0057355729586033,352.2146449319488,[-14025.9103248   10129.7176582   13472.03854188],"[-10.54730961606888, 59.32612243037961, -67.07449628593542]",2021-01-12 19:55:00,140755.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-20065.681344288616, 17495.432463902933, 0]","[-2.5458948793376535, -2.9080030408759865, 0]","[10038.097735790125, -24538.12795969598, -2416.31847856043]","[1.9304881680580475, 1.0928948032160062, -3.1649421486771283]","[-12865.490942217855, -23181.07574586216, -2416.31847856043]","[[2.060255909316427, -0.8225261126769228, 6.9306167110078745]]",3.966705189055367,0.2306478518808051,-0.00024101601896324754,0.00017232042841053792,138.91415808867237,2.005630462870015,138.79867677492922,[-17378.45622402 -16050.16125545   5555.12357735],"[3.133733581306264, -4.86694978055035, 4.409894022287225]",2021-01-12 19:55:00,194580.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[5869.505748138402, 25870.29745519288, 0]","[-3.777924642212159, 0.8785661199308691, 0]","[15073.010167574625, 3908.878276461898, 21476.694886680896]","[-1.0416558998435885, 3.735454090539937, 0.07699839682585496]","[12478.338594040375, -9314.828545093367, 21476.694886680896]","[[2.2628108868188743, 3.1493413861797332, -89.65423499139759]]",1.0038312880671656,0.9469480135221379,-0.004895640605692178,-0.0035463753871393614,77.21758777651667,2.0055558461950436,76.90821588279773,[10283.90916597  6547.71359934 16938.80434171],"[-11.135099445574847, 63.66608030025852, -62.253998230693135]",2021-01-12 19:55:00,355261.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
