Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-3816.3485912199067, 26303.05508112861, 0]","[-3.8338306329653724, -0.5372681748612804, 0]","[-14432.646921845673, 5823.023784509027, -21545.447779170718]","[-1.4275374019349787, -3.5982632432945776, -0.03940827342529163]","[-4523.222072028559, 14891.251299092795, -21545.447779170718]",[[12229.06916344 -1315.28167111  8699.60221717]],-0.22033676244308434,-0.13514079584752792,375383275.98277,0.16972694461176177,[-6275.80436829 28020.35490724 -3904.30576317],"[13002.861810776554, 1758.893774759965, 5068.737027600289]",2020-10-09 19:20:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-8743.611142450554, -25130.27955248046, 0]","[3.658819548295525, -1.2517932567156331, 0]","[-3977.582834807289, -15335.017890682151, 21377.5056374898]","[3.8032966431649746, 0.02248997419697063, 0.6988388152491714]","[-14435.752144083715, -6526.331201362493, 21377.5056374898]",[[27032.70669036 -2906.74397913 19223.982751  ]],0.4957195789301823,0.35927733667650885,-644133787.5410166,0.5730329858351245,[-13076.5357573  -24181.8840299   10325.04435719],"[28742.402773020578, 3893.3601377038667, 11200.450226872192]",2020-10-09 19:20:00,"GPS BIIF-10 (PRN 08)    
",1,0,0
"[-9428.00103901823, 24889.994346721473, 0]","[-3.622814090678494, -1.349089356485261, 0]","[-12143.882485294262, 9600.335108991556, 21650.836153598855]","[-1.822348078087009, -3.3725263156635905, 0.4999377559752991]","[-145.97047188674424, 15479.6320577367, 21650.836153598855]",[[3445.57496492 -371.25183384 2453.58850547]],1.3342715934258917,1.4244842441095162,1474269.766608087,0.03368150322605519,[ 3782.72281453   911.77400456 26404.1871033 ],"[3663.831437079914, 493.3791309335578, 1429.3446136609543]",2020-10-09 19:20:00,"GPS BIIF-11 (PRN 10)    
",1,0,0
"[14450.350887877226, -22212.287575714305, 0]","[3.2472243075073037, 2.129044477996643, 0]","[-2244.3818816580733, -15469.153865570417, -21397.812710218757]","[3.85059050591972, 0.1323820889181192, -0.48241458395127657]","[-13452.547529509764, -7959.958311052131, -21397.812710218757]",[[25035.63997593 -2692.15964543 17802.45499041]],-1.251473210936378,-0.8219718656326982,222290244.07862106,-0.06011643789788721,[-17915.38134715   5923.51221317 -20302.55503778],"[26618.83529554747, 3606.5795560296274, 10371.969540708693]",2020-10-09 19:20:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[-13698.453197567038, 22769.303213696596, 0]","[-3.319521575745213, -1.993581672428092, 0]","[-1228.6343767949147, 15187.557534364709, 21769.642683142698]","[-3.8590082687571403, -0.3187144910170263, 0.008223828728288085]","[11053.86582696193, 10487.301682082178, 21769.642683142698]",[[-19758.52751147   2125.12630022 -14049.87012488]],1.1996961554840613,0.9839000468515432,-75570475.8523052,0.04796952061814734,[14181.91635364  5518.60033465 22881.52041716],"[-21007.94155751227, -2846.156785213501, -8185.335600941371]",2020-10-09 19:20:00,"GPS BIII-1  (PRN 04)    
",1,0,0
"[26328.189914815128, 3313.9032346597583, 0]","[-0.48378745009099844, 3.847224426209994, 0]","[-18364.633583591232, 17967.784358810546, 6637.356206727006]","[-1.033986261318926, -2.1779747846503246, 3.036854348058769]","[2465.10970475845, 25573.89832559341, 6637.356206727006]",[[516.6805128  -56.31925431 372.15470975]],0.27104911656205494,0.8352015532461581,10777078.651053954,0.0034907437396679885,[ 5647.61485909 20323.35371897 23306.56704168],"[549.8833431238724, 70.54217494711169, 216.793505488595]",2020-10-09 19:20:00,"GPS BIII-2  (PRN 18)    
",1,0,0
"[-25050.06363875084, 9147.109792144, 0]","[-1.3287705775142338, -3.6222661454674214, 0]","[5155.859951958086, -14878.386142410336, -21522.686630811928]","[3.786406767469684, 0.38881646067433173, 0.6311805030539082]","[-8290.18907522337, -13387.383282177298, -21522.686630811928]",[[13806.5551809  -1424.54217566  9813.08076128]],-1.150707169177332,-1.0230253100965963,116349272.02968168,0.005865675833547466,[-13539.56443484   6047.84571762 -24307.97516346],"[14686.625931092758, 2033.0657177678015, 5760.158238159158]",2020-10-09 19:21:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[5418.855618765778, -25908.45782249451, 0]","[3.7923128519470977, 0.8541097668205573, 0]","[-20988.58107141271, 15127.747623648705, -5589.534810781102]","[-1.89302566169891, -1.6303858350349425, 2.978159857007044]","[-1505.7480760336657, 25828.31791440538, -5589.534810781102]",[[8275.24128673 -852.19421595 5887.16510104]],0.006361234897008081,0.5190553587180881,231423323.71626848,0.0960228295332439,[  167.36819748 26310.29079232 15031.58867793],"[8803.658112669767, 1215.7701837820214, 3457.449837558541]",2020-10-09 19:21:00,"GPS BIIR-3  (PRN 11)    
",1,0,0
"[5742.006766573518, -25898.898760338692, 0]","[3.7821569517742923, 0.8599007770682338, 0]","[16475.62555715122, 11357.176990051217, -17415.277546535]","[-0.4519949055567428, 3.39587903878302, 1.8187486669581443]","[19206.344345315723, -5616.764510994022, -17415.277546535]",[[-39049.65604111   4024.99639532 -27758.22146977]],0.4882433497929556,-0.45987079184226914,-1088066739.185223,-0.7296702942744099,[ 15016.2910525   28272.14175476 -15855.42441622],"[-41539.7699313037, -5750.522846860001, -16297.05781900271]",2020-10-09 19:21:00,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[19782.411981620247, -17150.41310197083, 0]","[2.538081386896443, 2.9999232651837633, 0]","[1624.1985923251286, 22257.53516556104, -13691.040890498718]","[-2.691253406358525, -1.39682865011924, -2.4994842564958644]","[18292.9716882348, 12782.92140032697, -13691.040890498718]",[[-33518.42977189   3453.44421434 -23827.03105196]],0.42413992360083663,0.0001719646696691617,-1252999648.5258877,-0.3400727519213094,[1.69260792e+04 3.74846198e+04 7.07272293e+00],"[-35656.094378849964, -4936.494363559323, -13990.125671318961]",2020-10-09 19:21:00,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[23901.436354562426, -10933.554550125249, 0]","[1.6116381541331386, 3.5672870331901563, 0]","[17485.753811244544, 5640.5626128300155, 18795.04567632263]","[0.6234145453638011, 3.492708869631865, -1.6538601433156432]","[15408.510052812644, -10007.264905511418, 18795.04567632263]",[[-32640.78610189   3364.16311506 -23206.49738716]],-1.3691723199492247,0.3640786806985878,184359598.26445746,-0.15517616469026974,[15490.50037871 -3166.2789304   6024.96182078],"[-34722.774897999094, -4804.080299573468, -13625.30210461836]",2020-10-09 19:21:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
"[18294.63379521416, -18643.471842566196, 0]","[2.7650924093110665, 2.8062727380258843, 0]","[20413.13767992375, -12703.558239511189, -10207.648414859075]","[0.23797843831994436, 2.7653532402527516, -2.7959060126791413]","[3023.4560891261954, -23852.364561219103, -10207.648414859075]",[[-10783.31687863   1112.5186921   -7669.72702986]],1.176171940600363,-1.4699355710180593,7171272.486122424,-0.1399370295504326,[ -2245.64237966   -935.24492742 -24036.66090999],"[-11471.402627636862, -1584.089552265273, -4502.669681119678]",2020-10-09 19:21:00,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[-13606.707059363594, 22919.80351818302, 0]","[-3.3311797969700194, -1.9506428382234018, 0]","[7212.277704609098, 25613.939749958394, 1539.1592213119711]","[-2.2617140357405896, 0.47517195267529955, 3.0920264484603344]","[24422.701798746144, 10565.154804943555, 1539.1592213119711]",[[-46189.0590521    4759.59195902 -32829.55615017]],0.6951264636088322,0.2280538706260383,-1285878276.236079,-0.28300587404324734,[24676.67483982 29588.64750346  8942.0791616 ],"[-49134.11764487849, -6805.3662919198105, -19275.023295272953]",2020-10-09 19:21:00,"GPS BIIR-10 (PRN 22)    
",1,0,0
"[-24887.15394166176, 9898.662959712867, 0]","[-1.4317844501725947, -3.5647498926547767, 0]","[13322.711327286132, 13021.732625405824, -19243.019566279236]","[-3.3258668195116377, 1.0387086053644965, -1.6177585854977172]","[18508.486920759835, -2120.393732734263, -19243.019566279236]",[[-36948.77636522   3808.96519944 -26265.66294001]],0.4328663726637354,-0.3987749354377066,-1156870281.0959845,-0.614208409373474,[ 14530.2562141   31444.31434046 -14595.21836372],"[-39304.967199427774, -5440.197440400621, -15420.482062353516]",2020-10-09 19:21:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[25731.03924088917, 3965.9159806828675, 0]","[-0.5902263682745181, 3.9070931915297895, 0]","[7931.270889172174, 13255.113991662909, -20957.3797296467]","[-2.849739171461458, 2.6715025530176915, 0.5964940376592937]","[15287.910032511822, 2209.7311346026127, -20957.3797296467]",[[-29680.92755727   3061.17170691 -21098.22689088]],0.3376141577627693,-0.3444593979905862,-999754120.9425313,-0.4541882101939892,[ 11683.64144893  33281.53600612 -12654.53702858],"[-31573.347015070918, -4369.8161054100265, -12385.562617548989]",2020-10-09 19:21:00,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[-21529.667555901928, -16044.263690170228, 0]","[2.3150203990001725, -3.0535591079998974, 0]","[18040.8670306117, -10299.096429887435, 17011.781562759348]","[2.8107619836032818, 1.554810725955569, -2.0894313465199366]","[3392.179451046527, -20494.81371128388, 17011.781562759348]",[[-10987.90308569   1130.90246954  -7814.93652451]],-0.11909430225510338,-0.15469466731691617,210454827.02764943,-0.25242397804548816,[  2119.30391122 -17710.96267302  -2781.56028834],"[-11689.346644383626, -1616.212247259963, -4589.852564531591]",2020-10-09 19:21:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-16997.559258228288, -20618.56188380692, 0]","[2.989304798161587, -2.4269761010808577, 0]","[19840.337892984935, -10014.21025156749, 14836.39781830295]","[-0.19714176086637059, 3.0858108602037175, 2.29457242916863]","[4748.551783142029, -21711.164654003063, 14836.39781830295]",[[-13908.03903521   1434.91390359  -9885.82064586]],-0.18601002344334802,-0.30693077794184376,243099254.14632052,-0.35166143713390474,[  3013.68341308 -16014.4350097   -5164.81502825],"[-14794.671347604986, -2047.644199599226, -5802.991231776214]",2020-10-09 19:21:00,"GPS BIIRM-2 (PRN 31)    
",0,0,0
"[-26480.807026195333, -3865.196853741421, 0]","[0.5595400261596105, -3.803749278252154, 0]","[-17805.58472847214, -6808.930607862403, -18782.239055322534]","[-0.47791946498487514, -3.416304774167871, 1.6976596501256855]","[-16516.76484461432, 9518.238419644578, -18782.239055322534]",[[34734.4162246  -3579.86398915 24694.6865919 ]],-0.9288127481235942,-0.2504850898818927,601790970.1198092,0.34306755999431715,[-18382.35717197  13743.23024044  -5872.43064642],"[36949.9163549995, 5112.497891801903, 14499.093635610934]",2020-10-09 19:21:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[-17675.86632126319, 20116.27264447982, 0]","[-2.9102966350904804, -2.5086226212463463, 0]","[-1309.841088013227, -16459.676129450178, -21082.316128736275]","[3.7762261118379032, 0.3948390490953454, -0.5892643189867643]","[-13596.441817945079, -9368.7454791703, -21082.316128736275]",[[25124.23465939 -2590.29412385 17857.01144266]],-1.321215027550158,-0.8436868159497518,191269821.8052176,-0.06811200805386115,[-18192.87212687   4637.28977038 -21101.54725362],"[26725.956536047666, 3701.1097801123, 10483.267239182933]",2020-10-09 19:21:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-17354.309569027635, -20140.042245363773, 0]","[2.9346778064405097, -2.523281424146663, 0]","[-3373.957233173889, 14473.66844409243, -22043.654339103527]","[-3.835566553669799, -0.3977671986270034, 0.3308979315802547]","[9100.45716464362, 11749.567865895746, -22043.654339103527]",[[-15487.91121399   1597.75674041 -11007.28028071]],0.18252876415899708,-0.17583282681968768,-579136565.5671417,-0.19761285349377405,[ 6658.72149975 36074.35667422 -6517.51468447],"[-16475.08049445409, -2281.423607643959, -6461.2431519819875]",2020-10-09 19:21:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-2714.546847408463, -26454.70218440373, 0]","[3.854117432449488, -0.3397408143713942, 0]","[-20005.30853274352, 10970.755864580971, -13661.997603636606]","[0.07046595756735718, -3.018603808395195, -2.419237607352141]","[-4110.51429125186, 22442.67198868959, -13661.997603636606]",[[12787.54429078 -1319.36091799  9089.21427572]],-0.13845601429985888,0.2439916862788799,386251462.9099089,0.18417072233135345,[-3881.92688595 27857.86912283  7002.27081605],"[13602.71814382167, 1882.7560021941008, 5335.329133676892]",2020-10-09 19:21:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[19764.608305461497, -17566.476652812016, 0]","[2.573546709423026, 2.9185617025944928, 0]","[-14270.700105142776, 5526.383908253185, 21564.48568526005]","[-1.4081010654224244, -3.6273898661582757, -0.02095771652224454]","[-4716.298130574121, 14558.514090931973, 21564.48568526005]",[[12170.79609107 -1255.21525645  8654.19720928]],0.2766354554524874,1.4517952657692523,-36740237.82369104,0.2204185005462553,[ -838.58245969 -2953.63829168 25679.32876906],"[12947.160091459133, 1789.9134112139209, 5080.698087059603]",2020-10-09 19:21:00,"GPS BIIRM-8 (PRN 05)    
",1,0,0
"[-24898.060892331094, 9864.411360796255, 0]","[-1.4269504882043529, -3.567110393723043, 0]","[-16371.630208532844, -856.2250466637288, -21176.79509930041]","[-0.9267050377018478, -3.6309822804951017, 0.8471420829012184]","[-10993.707636303983, 12161.487960893226, -21176.79509930041]",[[24356.70528343 -2510.7543951  17317.18062698]],-0.547174300237746,-0.22235206598082682,596420220.7830637,0.31099114076243134,[-12933.52703321  21229.50823436  -5620.37354896],"[25910.295141978677, 3584.2811162643775, 10167.2406952159]",2020-10-09 19:21:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[25463.885957043098, -6599.374746233959, 0]","[0.971926275243061, 3.7886708209865305, 0]","[-2770.6258036661666, -17856.684947660717, 19116.05792025578]","[2.871739356246938, -2.1296070727663583, -1.5863650461695524]","[-15601.950981561138, -9116.835538327814, 19116.05792025578]",[[28905.69540903 -2980.95031933 20545.85607024]],0.5327539576224692,0.23147834355694832,-711063369.9356946,0.5449889156162269,[-14846.98835845 -25180.50305048   6890.00199316],"[30748.548519553282, 4256.7925786022315, 12061.35298035761]",2020-10-09 19:21:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[24375.709121450545, 9915.80018295652, 0]","[-1.4598036271803658, 3.627060613292329, 0]","[-13205.759210985281, 22042.72875253935, 5676.647007286986]","[-2.3883894111677284, -0.6332485447571744, -3.030047462270232]","[8769.593507625013, 24153.016310754414, 5676.647007286986]",[[-12466.95124182   1285.39040993  -8863.71704369]],0.4388089301700888,0.672132316046957,-304959748.2563497,-0.04751253177867031,[11541.32272148 24591.25551007 21615.94904898],"[-13262.113066098807, -1834.4745456339415, -5203.85721945757]",2020-10-09 19:21:00,"GPS BIIF-3  (PRN 24)    
",1,0,0
"[-15799.104443812404, -21509.501961921622, 0]","[3.122303527402889, -2.2615326654364343, 0]","[-23954.59198975788, -8392.328485868302, 8247.22505245941]","[1.6818589162582533, -1.8116204147791943, 2.9584947815783647]","[-21624.840116865438, 13289.84366839941, 8247.22505245941]",[[45455.87511349 -4684.60908427 32315.4214489 ]],1.243845075378618,0.6499076476092923,-188063043.4710592,1.6370907947896183,[-19375.4378817   -6570.6367174   15550.22972246],"[48355.03229217159, 6691.993645272775, 18973.483178820694]",2020-10-09 19:21:00,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-6025.644943202324, -25896.4845502273, 0]","[3.7732379483135374, -0.8591044608705766, 0]","[-19275.9750007315, 5092.282592937489, -17590.956619994864]","[0.7556692038173223, -3.3563047993924, -1.771882399387363]","[-8211.087549499383, 18167.900139796457, -17590.956619994864]",[[20054.46528483 -2068.60818559 14255.41685443]],-0.34729988632013953,0.04540947183744542,555084666.1701183,0.3249428329562108,[-8969.16077418 24778.63064419  1197.45226022],"[21333.080668627434, 2952.354233156811, 8368.345510073545]",2020-10-09 19:21:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[22477.98315614111, 14063.170517805776, 0]","[-2.054725120546658, 3.291913301836788, 0]","[9090.89057834112, 12151.23371458398, -21742.48650653442]","[-2.567332010381637, 2.8627708317903564, 0.5214767693153706]","[15163.122751003773, 613.5802570205569, -21742.48650653442]",[[-29754.39900704   3068.67475611 -21150.76108555]],0.3318807145937405,-0.39368281340044897,-984528392.7896818,-0.4687730857322965,[ 11256.60229573  32663.09081774 -14350.22946425],"[-31651.55282299565, -4380.464930270334, -12416.488519667002]",2020-10-09 19:21:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[3588.197508953818, -26311.106078623423, 0]","[3.838417344430992, 0.5293977694700801, 0]","[26402.006110958057, 2284.6608490794633, -1692.2950586271227]","[0.0005498361353085679, 2.2578373983802487, 3.148948981565802]","[18430.444821591984, -19042.171765758132, -1692.2950586271227]",[[-40343.8579892    4157.17338849 -28676.44747606]],1.1016286616823558,-0.7297985027737739,-231321428.8462891,-1.6900959934496713,[ 14629.50574818   7415.97790192 -14672.31101965],"[-42916.42415086557, -5943.182618929795, -16836.853786123123]",2020-10-09 19:21:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-21194.195162425665, -16116.03825631921, 0]","[2.3448071537588917, -3.0718325589123423, 0]","[12661.694536241721, 23153.695600969855, -3536.73142190187]","[-1.744721417434941, 1.4254814222369625, 3.139781162551608]","[25952.176382097467, 4785.046451599686, -3536.73142190187]",[[-50363.24149781   5189.85644079 -35797.47362833]],0.6845586424071404,0.03205424431017476,-1442904116.5601919,-0.5035755905122808,[24784.86248641 30365.0838559   1256.82917849],"[-53574.572117062104, -7419.5391811818445, -21017.574194084744]",2020-10-09 19:21:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[-4277.612015322082, 26234.27991949192, 0]","[-3.8234809982739266, -0.6044470999257303, 0]","[-14602.395230551294, 5388.653619059249, -21546.87618084017]","[-1.3904106171942785, -3.6125995173981846, 0.015693414486289636]","[-5032.432033394577, 14728.956586421578, -21546.87618084017]",[[13084.58354884 -1349.34085595  9303.78176098]],-0.24194590900377175,-0.14084972764357062,396462324.8103277,0.18351397678422154,[-6797.13410644 27543.27952804 -4022.48359375],"[13919.228806169682, 1924.504472396564, 5462.121244144946]",2020-10-09 19:21:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-8301.052965923433, -25277.364971691346, 0]","[3.680569709867376, -1.1874695570074327, 0]","[-3518.335696395855, -15329.946208874895, 21458.488376761867]","[3.8128619344429433, 0.06162061963386645, 0.6441770766835901]","[-14113.370209194036, -6942.529667042503, 21458.488376761867]",[[26391.53608934 -2721.093838   18759.27091712]],0.4850346226975959,0.3518661117299458,-632161173.6468606,0.5593516460935418,[-12801.33176282 -24289.71226095  10080.54076852],"[28074.23399338993, 3886.618433216716, 11013.011899327272]",2020-10-09 19:21:00,"GPS BIIF-10 (PRN 08)    
",1,0,0
