Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
-0.8816384105874248,-0.29290712787164236,-128050358.77585813,-0.4609632739060156,[-17605.0594647   14505.18513553  -6879.35560137],"[17125.122187191642, -21383.252202272255, -3570.282033165215]",2020-10-09 16:00:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
0.7156279046083249,0.47351859275619834,98477906.28185564,-0.004529367111103194,[21839.53411701 25121.33282976 17056.44113345],"[1878.0432220813784, -2348.90346819815, -388.7721441205002]",2020-10-09 16:00:00,"GPS BIIF-6  (PRN 06)    
",1,0,0
-0.5246065655238359,0.0012667887871855743,126567156.28334367,-0.18037558822057148,[-12303.21544668  21260.28442858     31.11686739],"[21447.608632618252, -26774.71633221329, -4473.636451209891]",2020-10-09 16:00:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
1.1716187362378727,0.31479114559435717,-596935416.1749644,0.21135843423672984,[22348.42392792  9427.10463605  7897.99132234],"[-15995.058460272636, 19963.301566551727, 3336.985022033257]",2020-10-09 16:00:00,"GPS BIIF-8  (PRN 03)    
",1,0,0
-1.4706179741644114,-0.4348055586474913,-427632744.60757667,-0.3649832832302197,[14217.31051582 -1429.05045609 -6636.50648415],"[-26202.286634082368, 32712.033246736348, 5459.691786072345]",2020-10-09 16:00:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
0.4250437051803328,-1.3744699263028408,157404772.61317003,0.07280358581434684,[ -1871.75212154  -4135.22765252 -22822.43148314],"[-24320.83651922368, 30363.303053095427, 5067.582085625692]",2020-10-09 16:00:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
-1.1049459753400057,-1.006045871951633,61592508.50190628,0.18718394278367692,[-13512.00477246   6793.24780069 -23869.76494487],"[-6109.272908282362, 7629.83102699942, 1272.2454105228944]",2020-10-09 16:00:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
-0.4978540010950561,0.019613049334236136,150603803.38935155,-0.15511438529622298,[-11801.69236735  21713.47497012    484.76840436],"[21574.9174229596, -26933.64783305965, -4500.176973485958]",2020-10-09 16:00:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
0.7625839625610626,0.8019704953593548,304233346.1949446,-0.026284412030595835,[15768.39669221 16504.81192471 23595.94421206],"[8407.868439028425, -10493.334366886369, -1752.0092686592482]",2020-10-09 16:00:00,"GPS BIII-1  (PRN 04)    
",1,0,0
0.7513619989195125,0.6360627491473221,219159460.85342306,-0.013800517423945674,[19185.42081806 20537.97519223 20753.87836905],"[4924.004122538143, -6152.087434390721, -1024.2424980480334]",2020-10-09 16:00:00,"GPS BIII-2  (PRN 18)    
",1,0,0
0.43908885243517065,-0.7590406767332132,544611080.7426143,-0.11888359645197337,[ -7685.02395165 -16362.67606221 -17148.827792  ],"[-21088.12464385876, 25966.4679890476, 4296.824923648027]",2020-10-09 16:01:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
0.7942287482940985,-0.6076514388181333,456744283.6640605,0.048364018676925295,[-18237.87523949 -17918.58425496 -17780.35764868],"[-11310.839528588745, 13930.901996002509, 2300.662758899195]",2020-10-09 16:01:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
1.11534067867929,0.9950832483832344,105279108.20903128,-0.05786182884151187,[13748.93134499  6734.24847805 23587.36389545],"[4446.425228164588, -5479.391379095852, -904.2058875031842]",2020-10-09 16:01:00,"GPS BIIR-4  (PRN 20)    
",1,0,0
0.9006441568196114,0.5106024260378933,-762863144.9070215,-0.12507555466048242,[-20074.45778888 -15909.04566999  14347.72968432],"[18777.06069422417, -23120.825162787136, -3823.6958753207764]",2020-10-09 16:01:00,"GPS BIIR-5  (PRN 28)    
",1,0,0
0.11179518470333565,-0.13027368540000064,365798416.960368,-0.08760141612355588,[ 3974.59565755 35404.23921746 -4667.64902815],"[9076.929577241302, -11180.1638899391, -1846.9808866388473]",2020-10-09 16:01:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
0.8299378497110411,1.1833432992478168,241436945.99733078,-0.08062596534289523,[ 8154.04624482  7458.2205938  27079.20000403],"[13794.569847602741, -16992.054854399154, -2809.157795549699]",2020-10-09 16:01:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
1.0131878036157453,-0.20190226256941318,-984931783.5354346,0.150962551255516,[21971.05186029 13701.65397463 -5300.12930343],"[-24167.756021751848, 29757.043829277813, 4925.253034014816]",2020-10-09 16:01:00,"GPS BIIR-10 (PRN 22)    
",0,0,0
0.18928815425217496,-1.2186784570078804,-251249723.93509746,0.43851010248809436,[  1754.83742794   9159.73103931 -25382.52993254],"[-22193.510439738388, 27331.954929477157, 4519.890740919867]",2020-10-09 16:01:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
0.5793241164766502,1.2365641417307647,-218289297.98331618,-0.2228603202737352,[-4746.47227753 -7255.35224092 24966.88818491],"[16661.39179800743, -20521.563377884762, -3394.9233704298235]",2020-10-09 16:01:00,"GPS BIIR-13 (PRN 02)    
",1,0,0
0.1530957960575355,-1.3437795765656735,-155069229.91200644,0.3937932845231829,[   875.23625148   5672.18396515 -24845.64378862],"[-22973.031142935062, 28291.75664333963, 4678.240861151998]",2020-10-09 16:01:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
0.9351778455002088,0.299444289227222,-573503530.6064217,0.08340353307692906,[24541.60168373 18105.70235412  9415.46234442],"[-11865.753824473568, 14614.601291119396, 2416.260455280834]",2020-10-09 16:01:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
-0.9938996629518043,0.4635619934955194,-264256749.11378306,0.5044731156064639,[-16452.51636285  10706.34347845   9812.57059902],"[27658.95783074892, -34060.628754112, -5631.083420193031]",2020-10-09 16:01:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
-0.4407649997073998,-0.672113326512944,121525167.22966936,-0.8844863196373896,[  5312.37472156 -11261.82135121  -9907.97779959],"[-25744.930121791924, 31701.385035581734, 5246.155834469041]",2020-10-09 16:01:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
0.48118203650518454,-0.6464376509127394,583748344.3586688,-0.07231460340813224,[ -9678.69586383 -18537.50812425 -15780.24688372],"[-19166.642433528752, 23603.030588684054, 3900.2872070877456]",2020-10-09 16:01:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
0.3382387599142848,0.08045988736243151,396538650.466787,-0.024746248605736196,[13368.27022479 38004.33183635  3248.49806631],"[7279.78897204607, -8967.138803962864, -1484.3458235488488]",2020-10-09 16:01:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
1.132936214421165,0.24976623116083374,-668995461.8738501,0.1947421965383502,[22904.91854379 10723.37267373  6451.51147794],"[-17187.73248103521, 21160.73891014482, 3503.586845358483]",2020-10-09 16:01:00,"GPS BIIRM-8 (PRN 05)    
",1,0,0
0.9614827380037929,0.4526389662694174,-796488751.290705,-0.10580222348692402,[-21340.71296678 -14893.63316184  12655.81400656],"[19345.7360902386, -23821.156092968416, -3939.3012042520004]",2020-10-09 16:01:00,"GPS BIIF-1  (PRN 25)    
",1,0,0
0.9401532464648111,-0.25664142981911514,-203356518.7909765,-0.02750211282176233,[-25724.59589581 -18781.53102841  -8358.6697619 ],"[4031.5702364854747, -4961.689498181108, -824.5274817514386]",2020-10-09 16:01:00,"GPS BIIF-2  (PRN 01)    
",0,0,0
0.08407994491912033,0.06324326406211304,346146151.9248706,0.19345728556329972,[ -1777.38608323 -21089.40171858   1340.27838938],"[-14869.717159382008, 18314.936533012075, 3030.2007973040595]",2020-10-09 16:01:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
0.5830243012701221,0.6839112271655624,-375225638.51741695,-0.17983438298948792,[-11909.89069169 -18058.98329386  17633.88846074],"[11465.341960101821, -14120.467093703213, -2337.4811071060976]",2020-10-09 16:01:00,"GPS BIIF-4  (PRN 27)    
",1,0,0
-0.8854413448112401,-0.2950168684145101,-126093581.27046943,-0.4603598455661305,[-17651.48039008  14431.08717091  -6928.51019469],"[17249.520368820682, -21245.9751296574, -3513.859284788469]",2020-10-09 16:01:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
0.7141550278386799,0.47537291660594183,98380943.56109291,-0.004521571130886648,[21783.61749348 25131.67651385 17119.59977227],"[1891.6871732354914, -2333.8489795437586, -382.58619147843166]",2020-10-09 16:01:00,"GPS BIIF-6  (PRN 06)    
",1,0,0
-0.5290807866921517,-0.00020383412293635084,128087571.65301579,-0.1797894852055931,[-1.23802578e+04  2.11743114e+04 -4.99964120e+00],"[21603.39616258493, -26602.795526584167, -4402.970847277861]",2020-10-09 16:01:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
1.1691595031584192,0.31674319471318074,-596895532.7272747,0.2102476130873426,[22374.13992819  9502.83351767  7967.83051529],"[-16111.229330850132, 19835.0955190024, 3284.2840020646922]",2020-10-09 16:01:00,"GPS BIIF-8  (PRN 03)    
",1,0,0
-1.4786674072800836,-0.429743002982841,-430080317.1092428,-0.36150388589489607,[14305.68741026 -1321.70908174 -6584.36312792],"[-26392.594893416222, 32502.013789090244, 5373.363841317304]",2020-10-09 16:01:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
0.41057645337372456,-1.379728788655563,152244406.02125356,0.07114677082518885,[ -1761.20262703  -4045.79591976 -22812.29712091],"[-24497.47990476001, 30168.363913793837, 4987.4529508443575]",2020-10-09 16:01:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
-1.1025941715130692,-1.0076604320062281,60163432.16369157,0.18667169654305935,[-13462.63281358   6808.13710997 -23896.01721865],"[-6153.650476140311, 7580.859535076861, 1252.117841286532]",2020-10-09 16:01:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
-0.502320320070045,0.018234532747602516,152072312.1067173,-0.1544080924388922,[-11880.35083027  21627.41141286    449.99880794],"[21731.629632335025, -26760.70657894978, -4429.091920734164]",2020-10-09 16:01:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
0.7609357322349166,0.8041824598312605,303281135.8212098,-0.026506061358636233,[15698.03087987 16485.47474872 23635.6733165 ],"[8468.92521561414, -10425.949871218416, -1724.3079777297019]",2020-10-09 16:01:00,"GPS BIII-1  (PRN 04)    
",1,0,0
0.7498106694733331,0.6380412046353697,218735735.66887033,-0.013883309478613295,[19122.61509624 20534.50884407 20806.28549883],"[4959.7753094927475, -6112.615095958462, -1008.0206474251979]",2020-10-09 16:01:00,"GPS BIII-2  (PRN 18)    
",1,0,0
0.43520043536789366,-0.7624874070242507,541424957.7490802,-0.12013042394329908,[ -7574.23330577 -16291.11260144 -17160.86413713],"[-21239.85296801312, 25798.53478506839, 4227.3961421284375]",2020-10-09 16:02:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
0.7925777856030554,-0.6103727869440445,455012825.3418387,0.04856550532552099,[-18149.23741749 -17890.48140589 -17825.8029254 ],"[-11392.216797845098, 13840.834012454923, 2263.426305340109]",2020-10-09 16:02:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
1.1144263915057648,0.9970650195798307,104721880.09923923,-0.05790553994219583,[13702.39467908  6726.99515133 23620.43969224],"[4478.423816301359, -5443.978702150244, -889.5679813783415]",2020-10-09 16:02:00,"GPS BIIR-4  (PRN 20)    
",1,0,0
0.8989713682015915,0.5071390611950568,-764506647.1940212,-0.12067964782760862,[-20112.8831155  -15994.34598165  14277.59782009],"[18912.153048879467, -22971.302792306724, -3761.877161328077]",2020-10-09 16:02:00,"GPS BIIR-5  (PRN 28)    
",1,0,0
0.11026866536611472,-0.12986917710871287,366936383.8626843,-0.08651848740505426,[ 3916.89843794 35377.32245834 -4648.6624004 ],"[9142.239154626955, -11107.880887779, -1817.0982962579953]",2020-10-09 16:02:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
0.8282860956163455,1.1862831076430533,239351422.4102692,-0.08054673687356588,[ 8077.2977877   7412.56211032 27092.3491832 ],"[13893.83479832822, -16882.19409526442, -2763.7427534205412]",2020-10-09 16:02:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
1.0109417555529323,-0.19827167827611983,-987421610.6367118,0.1468594738150566,[22030.51304424 13807.55711525 -5223.66402566],"[-24341.64114342584, 29564.58657870975, 4845.6845518973505]",2020-10-09 16:02:00,"GPS BIIR-10 (PRN 22)    
",0,0,0
0.19694845449221712,-1.2148829747241454,-256743910.0348184,0.4330473920502521,[  1844.66800742   9244.83186879 -25359.02309809],"[-22353.19736831946, 27155.21624116202, 4446.824038658799]",2020-10-09 16:02:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
0.5809444503768968,1.233053545330865,-220878977.16705453,-0.2190185060834889,[-4806.95519405 -7321.88130746 24939.72012214],"[16781.287831618116, -20388.868945354956, -3340.0688736346488]",2020-10-09 16:02:00,"GPS BIIR-13 (PRN 02)    
",1,0,0
0.16706108028475208,-1.3397349945445212,-160556521.65671903,0.3891211095173249,[   971.18578893   5759.17418479 -24825.3364081 ],"[-23138.324817692894, 28108.811927223796, 4602.608011686997]",2020-10-09 16:02:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
0.933544651959234,0.3013773925507922,-573475679.3737613,0.08290863281525128,[24541.80407658 18167.82360802  9491.6025065 ],"[-11951.134067130875, 14520.105474497614, 2377.1955715465415]",2020-10-09 16:02:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
-1.0012621537652509,0.4609739200580318,-264756451.45312387,0.5049562219923757,[-16544.58399435  10593.68805927   9757.2282918 ],"[27857.956403262713, -33840.376509267386, -5540.024134572698]",2020-10-09 16:02:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
-0.45179681457122955,-0.6725456022819294,118849232.30592027,-0.892876661329005,[  5417.55133124 -11163.92305744  -9882.59370039],"[-25930.1682784411, 31496.36446217308, 5161.395110682103]",2020-10-09 16:02:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
0.47802554068299813,-0.6494481746601798,581108075.8323836,-0.07326211289881676,[ -9571.80686291 -18474.68920705 -15799.50663371],"[-19304.535270533543, 23450.40906461588, 3837.1875541660847]",2020-10-09 16:02:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
0.33675561399134474,0.08162761049559679,397045387.11551523,-0.024115507015172018,[13300.0980555  37990.43580457  3292.93301734],"[7332.180521211494, -8909.156400384887, -1460.3779069038847]",2020-10-09 16:02:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
1.130556492833233,0.2518844121640856,-669172010.7709165,0.1934716792004053,[22933.49385333 10803.36235796  6524.00574688],"[-17311.39381279046, 21023.868128139547, 3446.998453112136]",2020-10-09 16:02:00,"GPS BIIRM-8 (PRN 05)    
",1,0,0
0.9595675628232555,0.44912598333822706,-797910436.0716598,-0.10167780529673641,[-21379.57681744 -14981.72637989  12582.64640522],"[19484.919396288147, -23667.10573661318, -3875.6103887734735]",2020-10-09 16:02:00,"GPS BIIF-1  (PRN 25)    
",1,0,0
0.9386101941755881,-0.2589140665836875,-203033678.93634257,-0.027354936468795495,[-25688.02032582 -18815.66260634  -8433.60413759],"[4060.58079041579, -4929.580372171523, -811.2524220628733]",2020-10-09 16:02:00,"GPS BIIF-2  (PRN 01)    
",0,0,0
0.08076437703492172,0.06322171262750907,346065345.36950415,0.19143530660816865,[ -1702.82303516 -21037.97549261   1336.18728041],"[-14976.721939855694, 18196.509912868252, 2981.2448503961455]",2020-10-09 16:02:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
0.5824968429924964,0.6813664502240958,-376539889.7733695,-0.17631665954921552,[-11931.19297607 -18112.06295367  17587.89408236],"[11547.848093770655, -14029.153535220894, -2299.732836354091]",2020-10-09 16:02:00,"GPS BIIF-4  (PRN 27)    
",1,0,0
-0.8892369660441835,-0.2971285806522559,-124137169.09806693,-0.4597387886723616,[-17697.62922788  14357.09043013  -6977.78591212],"[17373.645417021868, -21108.5994988919, -3457.0690146519305]",2020-10-09 16:02:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
0.7126796132867234,0.47722867698151555,98283087.71302854,-0.00451353361269779,[21727.28758605 25141.54115708 17182.5427387 ],"[1905.301182197844, -2318.7836689060223, -376.3599277605393]",2020-10-09 16:02:00,"GPS BIIF-6  (PRN 06)    
",1,0,0
-0.5335628680555073,-0.0016879700090836642,129605469.32877892,-0.17919297508690235,[-12457.12384233  21088.28310459    -41.34309483],"[21758.84160480259, -26430.75132177227, -4331.84498821642]",2020-10-09 16:02:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
1.1667144429542282,0.31868990105152734,-596849785.0895272,0.20914611866843216,[22399.44717131  9578.29706476  8037.71251328],"[-16227.145072262307, 19706.79748024297, 3231.239772732473]",2020-10-09 16:02:00,"GPS BIIF-8  (PRN 03)    
",1,0,0
-1.486628961180106,-0.4246800602715886,-432521624.64327693,-0.3581125062372024,[14393.79723715 -1214.35691016 -6531.96554671],"[-26582.485240154634, 32291.84360636214, 5286.473656259729]",2020-10-09 16:02:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
0.3952835708332127,-1.3849699493837884,147086784.2129547,0.06935798281406132,[ -1650.65358692  -3956.08011921 -22801.81334031],"[-24673.73538622413, 29973.284871431613, 4906.801946730024]",2020-10-09 16:02:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
-1.1002086210613908,-1.009270148228568,58734937.640862174,0.18614796426417513,[-13413.07467226   6823.30444297 -23922.09589132],"[-6197.930610377391, 7531.8528808932415, 1231.8591627180858]",2020-10-09 16:02:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
-0.5067956386220305,0.016842023225906902,153538108.91072184,-0.1536914997839763,[-11958.8420813   21541.28108077    414.99630584],"[21887.997723421497, -26587.64119327814, -4357.543881008022]",2020-10-09 16:02:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
0.7592818567435528,0.8064005391512726,302326713.03813314,-0.026721007738188616,[15627.38570465 16465.72996438 23675.15368215],"[8529.847884959567, -10358.517040950534, -1696.4263053505886]",2020-10-09 16:02:00,"GPS BIII-1  (PRN 04)    
",1,0,0
0.7482559677324047,0.6400234707641861,218310197.31501293,-0.013964076549990372,[19059.45740266 20530.59545372 20858.46095176],"[4995.467972404053, -6073.114403320453, -991.693112914985]",2020-10-09 16:02:00,"GPS BIII-2  (PRN 18)    
",1,0,0
0.43126581045121465,-0.7659476299523075,538236136.8537328,-0.12142297661325778,[ -7463.3087215  -16219.15546053 -17172.53764782],"[-21391.24445752244, 25630.484365723984, 4157.519442544665]",2020-10-09 16:03:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
0.7909208217337073,-0.6131026590825148,453278309.9536127,0.04876397597724576,[-18060.27554847 -17861.88769723 -17870.93749592],"[-11473.413414751441, 13750.703158923965, 2225.9496170976972]",2020-10-09 16:03:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
1.1135180084200458,0.9990527538858246,104164080.21328694,-0.05794384750282663,[13655.63207163  6719.43885148 23653.34710712],"[4510.3513935081555, -5408.54128453979, -874.8356096385958]",2020-10-09 16:03:00,"GPS BIIR-4  (PRN 20)    
",1,0,0
0.8973065343972686,0.5036886336797101,-766141220.7217627,-0.11629796626569258,[-20150.90491591 -16079.41790127  14207.38248248],"[19046.94548643617, -22821.67606972479, -3699.6596417369656]",2020-10-09 16:03:00,"GPS BIIR-5  (PRN 28)    
",1,0,0
0.10873601730326658,-0.12947001303246738,368069773.85247636,-0.08543187920244673,[ 3859.05444719 35350.13821756 -4629.8719802 ],"[9207.403758844392, -11035.54742106735, -1787.0229038592067]",2020-10-09 16:03:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
0.8266202399134784,1.1892320881518457,237265269.06178874,-0.08043783818807981,[ 8000.42741158  7366.6072826  27105.24427136],"[13992.879426081918, -16772.256615043876, -2718.034666535706]",2020-10-09 16:03:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
1.0087116217384406,-0.19466251603872262,-989899599.244421,0.14279952208883567,[22089.54394    13913.26428383 -5147.05129724],"[-24515.14023629178, 29371.995001075386, 4765.602743107936]",2020-10-09 16:03:00,"GPS BIIR-10 (PRN 22)    
",0,0,0
0.20443344345750378,-1.2110642322332668,-262230979.14358777,0.42749736207590366,[  1934.40573554   9330.08852422 -25335.24104006],"[-22512.529817443225, 26978.354170392526, 4373.285921509547]",2020-10-09 16:03:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
0.5825168127851497,1.2295419959277403,-223464315.1644184,-0.2151276344271555,[-4867.30691619 -7388.45959442 24912.37321771],"[16900.917747875224, -20256.081848391852, -3284.860426349663]",2020-10-09 16:03:00,"GPS BIIR-13 (PRN 02)    
",1,0,0
0.1805308908309058,-1.3356401894019214,-166037653.2240907,0.3843332006035601,[  1067.06522181   5846.35442158 -24804.73231945],"[-23303.251562600857, 27925.739500086114, 4526.487195955376]",2020-10-09 16:03:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
0.931916236588532,0.303306988576439,-573442180.3182919,0.08241827486217065,[24541.5454964  18229.57153579  9567.69990545],"[-12036.324790729068, 14425.54367937303, 2337.878634060606]",2020-10-09 16:03:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
-1.0086046318463664,0.4583561314523817,-265253119.93802065,0.505435369801632,[-16636.36722004  10481.02640809   9701.62172519],"[28056.51320010454, -33619.97053259672, -5448.377384281151]",2020-10-09 16:03:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
-0.46290387441535885,-0.6729131436936635,116174352.66133097,-0.9013076657606844,[  5522.63217753 -11065.83181508  -9856.88614102],"[-26114.995219365246, 31291.20077758105, 5076.087543294942]",2020-10-09 16:03:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
0.4748387180456499,-0.6524701733381585,578464261.146383,-0.07423789133725806,[ -9464.74233053 -18411.45291659 -15818.41196666],"[-19442.121976577564, 23297.6810224082, 3773.6808280276236]",2020-10-09 16:03:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
0.33526610824194497,0.08279199302548589,397547775.7422205,-0.023483697361905715,[13231.61923476 37976.11567762  3337.12359461],"[7384.455796616357, -8851.133494380418, -1436.255321595463]",2020-10-09 16:03:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
